title,fulltext,prompt,authors_1,authors_2,authors_3,authors_4,authors_5,authors_6,authors_7,authors_8,meta_1,meta_2,meta_3,meta_4,meta_5,meta_6,meta_7,meta_8,url
Mehr Klimaschutz im Wald,"Anlässlich der Sonderagrarministerkonferenz “Wald“ macht die SPD-Fraktion im Bundestag auf die dramatische Situation im Wald aufmerksam und fordert einen schnelleren Umbau der Wälder zu arten- und strukturreichen Mischwäldern, um gegen die Auswirkungen des Klimawandel gewappnet zu sein.

Susanne Mittag, agrarpolitische Sprecherin:

„Zwar ließ uns das regenreiche Jahr 2021 nach drei Dürrejahren in Folge kurz durchatmen, doch die negativen Auswirkungen des Klimawandels auf unsere Wälder werden schon in diesem Frühjahr wieder deutlich: Es ist vielerorts zu trocken und es könnte ein weiteres Dürrejahr bevorstehen.

Um der Klima- und Biodiversitätskrise zu begegnen, müssen wir unsere Wälder zu arten- und strukturreichen Mischwäldern umbauen. Denn nur durch Klimaresilienz können wir unsere Wälder als Klimaschützer Nummer 1 erhalten. Zur Unterstützung der kommunalen und privaten Waldbesitzenden muss schnellstmöglich ein Konzept für die Honorierung der Ökosystemleistungen auf den Weg gebracht werden, um die vorgesehenen 200 Millionen Euro im Bundeshaushalt 2022 zielgerichtet in die Wälder zu bringen. Dabei ist wichtig, dass wir tatsächliche Anreize für die Verbesserung der Waldleistungen schaffen. Das Erzielen reiner Mitnahmeeffekte darf nicht das Ziel sein.“

Isabel Mackensen-Geis, zuständige Berichterstatterin:

„Die SPD-Fraktion begrüßt den Schulterschluss zwischen Forstwirtschafts- und Umweltministerium, weist aber auf die gebotene Dringlichkeit hin. Auch die im Koalitionsvertag vorgesehene Novellierung des Bundeswaldgesetzes wird durch die Etablierung der guten fachlichen Praxis als Mindestanforderung an die Bewirtschaftung einen wichtigen Beitrag für den Waldumbau leisten. Hierfür müssen zeitnah die zuständigen Akteure an einen runden Tisch kommen, um die Gesetzesinitiative endlich anzugehen.“

 ","Anlässlich der Sonderagrarministerkonferenz “Wald“ macht die SPD-Fraktion im Bundestag auf die dramatische Situation im Wald aufmerksam und fordert einen schnelleren Umbau der Wälder zu arten- und strukturreichen Mischwäldern, um gegen die Auswirkungen des Klimawandel gewappnet zu sein.","Anlässlich der Sonderagrarministerkonferenz “Wald“ macht die SPD-Fraktion im Bundestag auf die dramatische Situation im Wald aufmerksam und fordert einen schnelleren Umbau der Wälder zu arten- und strukturreichen Mischwäldern, um gegen die Auswirkungen des Klimawandel gewappnet zu sein.","Susanne Mittag, ",agrarpolitische Sprecherin: ,Isabel Mackensen-Geis,", zuständige Berichterstatterin:",NA,NA,NA,16.05.2022,20. Wahlperiode,115,Ernährung und Landwirtschaft,"Susanne Mittag, Isabel Mackensen-Geis","Klimaschutz, Landwirtschaft, Ernährung",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/mehr-klimaschutz-wald
Kosovo auf dem Weg in Europarat,"Frank Schwabe, menschenrechtspolitischer Sprecher;Adis Ahmetović, zuständiger Berichterstatter:

Am Donnerstag hat Kosovo offiziell einen Antrag auf Mitgliedschaft im Europarat gestellt. Die SPD-Bundestagsfraktion begrüßt und unterstützt diesen Schritt und sieht ihn als Chance.

„Kosovo, genau wie die gesamte Westbalkanregion, ist fester Bestandteil Europas und der europäischen Familie. Gerade angesichts des Krieges in der Ukraine sollte dies ausdrücklich betont werden. Die SPD-Bundestagsfraktion ist zuversichtlich, dass die für eine Aufnahme benötigte Zweidrittelmehrheit im Europarat erreicht werden kann.

Zugleich setzt sich die SPD-Bundestagsfraktion weiterhin für eine Normalisierung des Verhältnisses zwischen Kosovo und Serbien sowie für eine Visaliberalisierung für Kosovo auf EU-Ebene ein, und sieht in der Mitgliedschaft Kosovos im Europarat die Chance, bei diesen beiden Punkten zeitnah Fortschritte zu erzielen.“

 ","Frank Schwabe, menschenrechtspolitischer Sprecher;Adis Ahmetović, zuständiger Berichterstatter:",Frank Schwabe,", menschenrechtspolitischer Sprecher;Adis Ahmetović, zuständiger Berichterstatter:",NA,NA,NA,NA,NA,NA,13.05.2022,20. Wahlperiode,113,Menschenrechte und humanitäre Hilfe,"Frank Schwabe, Adis Ahmetovic","Menschenrechte, Europa",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/kosovo-weg-europarat
Verfassungsfeinde raus aus unseren Behörden,"Sebastian Hartmann, innenpolitischer Sprecher;
Uli Grötsch, stellvertretender innenpolitischer Sprecher:

Bundesinnenministerin Nancy Faeser hat heute gemeinsam mit dem Präsidenten des Bundesamts für Verfassungsschutz die neuesten Zahlen über Rechtsextremisten, Reichsbürger und Selbstverwalter in unseren Sicherheitsbehörden vorgelegt.

„Unsere Befürchtungen haben sich durch die Vorlage des Berichts nicht nur bestätigt, sondern die Zahlen sind noch höher, als bislang angenommen. Das zeigt, wie wichtig es ist, unser Land auch in dieser Hinsicht noch sicherer zu machen. Aufgabe unserer Sicherheitsbehörden im Bund und in den Ländern ist es, unser Land zu schützen – vor Gefahren von außen wie von innen. Deshalb müssen wir weiterhin Extremisten aufspüren, sie konsequent aus dem Staatsdienst entfernen und Netzwerke zerschlagen. Jeder einzelne Fall untergräbt das Vertrauen in den Staat und destabilisiert so die Sicherheit unseres Landes von innen. Wer nicht fest und aus Überzeugung auf dem Boden der freiheitlich demokratischen Grundordnung steht, hat in den Behörden unseres Landes nichts verloren. Wir zeigen hier klare Kante und gehen mit aller Vehemenz gegen die Feinde unserer Demokratie vor.“","Sebastian Hartmann, innenpolitischer Sprecher;Uli Grötsch, stellvertretender innenpolitischer Sprecher:",Sebastian Hartmann,", innenpolitischer Sprecher;",Uli Grötsch,", stellvertretender innenpolitischer Sprecher:",NA,NA,NA,NA,13.05.2022,20. Wahlperiode,112,Inneres,"Sebastian Hartmann, Uli Grötsch","Innenpolitik, Rechtsextremismus",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/verfassungsfeinde-raus-unseren-behoerden
Wir erhöhen die Erwerbsminderungsrenten,"Martin Rosemann, arbeitspolitischer Sprecher:

Im ersten Rentenpaket der Ampel-Koalition, das in dieser Woche in erster Lesung im Bundestag beraten wird, sind auch höhere Erwerbsminderungsrenten für Bestandsrentnerinnen und Bestandsrentner vorgesehen. Sie können mit Zuschlägen von bis zu 7,5 Prozent rechnen.

„In den Koalitionsverhandlungen hat die SPD-Bundestagsfraktion erfolgreich dafür gekämpft, dass Personen, die schon länger erwerbsgemindert sind, nun auch höhere Renten bekommen. Nachdem die SPD in den vergangenen großen Koalitionen bereits Verbesserungen für neue Erwerbsminderungsrenten durchsetzen konnte, wird es nun auch Verbesserungen für Erwerbsgeminderte geben, die bei den Verbesserungen bereits in Erwerbsminderungsrente waren.

Hintergrund für die geplante Neuregelung ist, dass seit 2015 die Erwerbsminderungsrenten für Neuzugänge in mehreren Schritten erhöht wurden. Personen, die bereits eine Erwerbsminderungsrente bezogen, haben davon aber jeweils nicht profitiert. Daher sieht der Gesetzentwurf der Ampel nun Zuschläge von bis zu 7,5 Prozent für diejenigen Erwerbsminderungs- und Altersrentnerinnen und -rentnern vor, die zwischen 2001 und 2015 sowie zwischen 2015 und 2018 erwerbsgemindert wurden.

Zu geringe Erwerbsminderungsrenten sind eine wesentliche Ursache für Altersarmut. Von der Erhöhung der Erwerbsminderungsrente werden drei Millionen Menschen in ganz Deutschland profitieren. Auch bei den Altersrenten wird es ab Juli ein kräftiges Rentenplus geben: im Westen 5,25 Prozent mehr Geld und im Osten 6,12 Prozent.“

 ","Martin Rosemann, arbeitspolitischer Sprecher:",Martin Rosemann,", arbeitspolitischer Sprecher:",NA,NA,NA,NA,NA,NA,13.05.2022,20. Wahlperiode,111,Arbeit und Soziales,Dr. Martin Rosemann,Rente,PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/wir-erhoehen-erwerbsminderungsrenten
Verurteilung von Canan Kaftancıoğlu ist ein Skandal,"Nils Schmid, außenpolitischer Sprecher;Dietmar Nietan, zuständiger Berichterstatter;Frank Schwabe, menschenrechtspolitischer Sprecher;Aydan Özoğuz, zuständige Berichterstatterin: 

Canan Kaftancıoğlu, die Istanbuler Provinzvorsitzende der größten türkischen Oppositionspartei CHP, wurde am heutigen Donnerstag zu einer Freiheitsstrafe durch ein Berufungsgericht verurteilt. Dieses Urteil entsetzt uns zutiefst. Die SPD-Bundestagsfraktion protestiert gegen politisch motivierte Gerichtsverfahren und systematische Repressionen gegen Politiker der Opposition. 

„Im September 2019 wurde Canan Kaftancıoğlu in einer Reihe von Anklagepunkten, darunter ‚Terrorpropaganda‘ und Beleidigung des Präsidenten zu fast zehn Jahren Gefängnis verurteilt. Die Anklagen bezogen sich allein auf Tweets, die Kaftancioglu zwischen 2012 und 2017 gepostet hatte. Aydan Özoğuz nahm für die SPD-Bundestagsfraktion an den Gerichtsverhandlungen als Beobachterin teil und wurden Zeugin der Unverhältnismäßigkeit des Urteils.

Die heutige Bestätigung des Urteils in drei Anklagepunkten und die Verurteilung zu einer Freiheitsstrafe von vier Jahren, elf Monaten und 20 Tagen durch den Kassationsgerichtshof ist ein Skandal.

Die SPD-Bundestagsfraktion verurteilt in aller Schärfe die politisch motivierte Verurteilung von Frau Kaftancıoğlu. Das Urteil belegt einmal mehr wie verheerend es um die Rechtsstaatlichkeit in der Türkei steht.

Gerade im Hinblick auf die Präsidentschafts- und Parlamentswahlen des kommenden Jahres wäre die Wahrung rechtsstaatlicher Grundsätze und Verfahren aber von entscheidender Bedeutung.

Die SPD-Bundestagsfraktion steht hinter Ihnen, Canan Kaftancıoğlu. Wir werden weiterhin solidarisch sein mit all jenen in der Türkei, die an die Werte einer liberalen Demokratie glauben und für diese eintreten.“","Nils Schmid, außenpolitischer Sprecher;Dietmar Nietan, zuständiger Berichterstatter;Frank Schwabe, menschenrechtspolitischer Sprecher;Aydan Özoğuz, zuständige Berichterstatterin: ",Nils Schmid,", außenpolitischer Sprecher;Dietmar Nietan, zuständiger Berichterstatter;Frank Schwabe, menschenrechtspolitischer Sprecher;Aydan Özoğuz, zuständige Berichterstatterin:",NA,NA,NA,NA,NA,NA,12.05.2022,20. Wahlperiode,110,"Außenpolitik, Menschenrechte und humanitäre Hilfe","Dr. Nils Schmid, Dietmar Nietan, Frank Schwabe, Aydan Oezoguz","Außenpolitik, Menschenrechte",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/verurteilung-canan-kaftancioglu-skandal
Streichung des Paragrafen 219a: Endlich mehr Selbstbestimmung für Frauen,"Morgen berät der Bundestag in erster Lesung über die Streichung des Paragrafen 219a. Nach der aktuellen Rechtslage ist es Ärztinnen und Ärzten unter Androhung von Strafe verboten, über Methoden und Abläufe eines möglichen Schwangerschaftsabbruchs öffentlich zu informieren. Auch die Reform der Regelung im Jahr 2019 hat das Informationsdefizit der betroffenen Frauen nicht beseitigt. Mit der Streichung des Paragrafen 219a StGB stärken wir das Recht auf sexuelle und reproduktive Selbstbestimmung. In der Vergangenheit ergangene strafgerichtliche Urteile gegen Ärztinnen und Ärzte heben wir auf.
 

Carmen Wegge, zuständige Berichterstatterin:
""Es steht ein Moment vor der Tür, für den viele Frauen und Ärztinnen und Ärzte seit Jahrzehnten gekämpft haben und auf die Straße gegangen sind: Wir machen Schluss mit der Kriminalisierung von Ärztinnen und Ärzten, die Frauen in Notsituationen mit Informationen zur Seite stehen. Mit der Streichung von Paragraf 219a geben wir als Ampelkoalition Frauen in diesem Land ein Stück der Selbstbestimmung zurück, die ihnen dieser Paragraf genommen hat. Das ist ein guter Tag für Frauenrechte.""
 

Sonja Eichwede, rechtspolitische Sprecherin:
„Wir stärken das Selbstbestimmungsrecht von Schwangeren und vereinfachen den Zugang zu sachlichen Informationen. Ärztinnen und Ärzte sind aufgrund ihrer Expertise und Vertrauensstellung bestens geeignet, qualifiziert über Schwangerschaftsabbrüche zu informieren. Sie sind gerade deswegen wichtig, weil durch alle anderen Personen im Internet auch falsche und polemische Informationen verbreitet werden dürfen. Für uns steht fest: Wissen ist nicht gefährlich, sondern stärkt die selbstbestimmte Entscheidung.“
 

Josephine Ortleb, zuständige Berichterstatterin:
„Keine Frau trifft eine so weitreichende Entscheidung, wie die Frage, ob sie ein Kind austragen und gebären will, leichtfertig. Wer das suggeriert, offenbart ein Frauenbild, das wir als SPD entschieden ablehnen und gegen das so viele starke Frauen in unserer Gesellschaft kämpfen. Wir setzen nicht auf Bevormundung und Angst. Wir machen Politik nicht mit dem Frauenbild des 19. Jahrhunderts, sondern wir machen Politik im gesellschaftlichen Hier und Jetzt. Mit der Streichung des Paragrafen 219a können wir den Staub der Vergangenheit wegwischen und stärken die Rechte von Frauen und ihre körperliche Selbstbestimmung.“","Morgen berät der Bundestag in erster Lesung über die Streichung des Paragrafen 219a. Nach der aktuellen Rechtslage ist es Ärztinnen und Ärzten unter Androhung von Strafe verboten, über Methoden und Abläufe eines möglichen Schwangerschaftsabbruchs öffentlich zu informieren. Auch die Reform der Regelung im Jahr 2019 hat das Informationsdefizit der betroffenen Frauen nicht beseitigt. Mit der Streichung des Paragrafen 219a StGB stärken wir das Recht auf sexuelle und reproduktive Selbstbestimmung. In der Vergangenheit ergangene strafgerichtliche Urteile gegen Ärztinnen und Ärzte heben wir auf.
 ",Carmen Wegge,", zuständige Berichterstatterin:",Sonja Eichwede,", rechtspolitische Sprecherin:",Josephine Ortleb,", zuständige Berichterstatterin:",NA,NA,12.05.2022,20. Wahlperiode,109,"Recht, Familie, Senioren, Frauen und Jugend","Carmen Wegge, Sonja Eichwede, Josephine Ortleb (Parlamentarische Geschäftsführerin)","Rechtspolitik, Verbraucherschutz, Frauen und Gleichstellung",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/streichung-paragrafen-219a-endlich-mehr-selbstbestimmung-frauen
Innovationskraft in Bildung und Forschung deutlich gestärkt,"In den Verhandlungen für den Einzelplan 30 konnte die SPD-Bundestagsfraktion mehr Mittel für gleiche Chancen in der Bildung und innovative Wissenschaft durchsetzen. Schwerpunkte werden von der beruflichen Bildung über Innovationen in der Hochschullehre bis zur Forschung an Hochschulen für angewandte Wissenschaften und der Gesundheitsforschung gelegt.
 

Wiebke Esdar, zuständige Berichterstatterin:

„Mit einem Umfang von rund 40 Millionen Euro ist es uns gelungen, zusätzliche Schwerpunkte im Haushalt für Bildung und Forschung zu verankern. Leitend für die SPD-Bundestagsfraktion ist dabei, die Innovationskraft von Bildung und Forschung für gleiche Chancen und gute Wissenschaft zu verbessern. Ich bin froh, dass es uns dabei gelungen ist, die Hochschulen mit der Stiftung für Innovationen in der Hochschullehre als Herzstück des Wissenschaftssystems weiter zu stärken. Auch Hochschulen für angewandte Wissenschaften werden in ihrer Forschungsleistung gesichert. Als erste unserer geplanten Dynamisierungsmaßnahmen sollen die Akademien der Wissenschaften von regelmäßigen Aufwüchsen profitieren.

Im Bereich der Bildung freuen wir uns über eine Stärkung der Überbetrieblichen Berufsbildungsstätten, um deren Modernisierung weiter zu fördern und diese besser ausstatten zu können. Darüber hinaus konnten wir zusätzliche Mittel für die Bundesschüler:innenkonferenz durchsetzen, um feste Strukturen für das Engagement junger Menschen zu etablieren.“
 

Oliver Kaczmarek, bildungspolitischer Sprecher:

„Der Koalitionsvertrag schreibt ambitionierte Ziele für gute und gerechte Bildung ebenso fest wie für innovative Wissenschaft und Forschung. In den Haushaltsverhandlungen liefern wir jetzt die Ergebnisse und lösen wichtige Versprechen ein. Dies zeigt sich auch an der Stärkung der Gesundheitsforschung. Dabei ist die Richtung klar: Mehr Chancen in der Bildung, starke Hochschulen und innovative Forschung. Wir wagen mehr Fortschritt. Die SPD-Bundestagsfraktion hat in den Haushaltsverhandlungen hart und erfolgreich gearbeitet, um ihn in praktische Politik umzusetzen.“","In den Verhandlungen für den Einzelplan 30 konnte die SPD-Bundestagsfraktion mehr Mittel für gleiche Chancen in der Bildung und innovative Wissenschaft durchsetzen. Schwerpunkte werden von der beruflichen Bildung über Innovationen in der Hochschullehre bis zur Forschung an Hochschulen für angewandte Wissenschaften und der Gesundheitsforschung gelegt.
 ",Wiebke Esdar,", zuständige Berichterstatterin:",Oliver Kaczmarek,", bildungspolitischer Sprecher:",NA,NA,NA,NA,12.05.2022,20. Wahlperiode,108,Bildung und Forschung,"Dr. Wiebke Esdar, Oliver Kaczmarek","Bildung, Forschung",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/innovationskraft-bildung-forschung-deutlich-gestaerkt
Bundestag berät Novelle des Energiesicherungsgesetzes,"Der Bundestag berät heute abschließend die Novellierung des Energiesicherungsgesetzes von 1975. Die Neuregelung erweitert den Handlungsspielraum der Bundesregierung, um schadhafte äußere Einflüsse auf die Energieversorgung abzuwenden und diese auch im Krisenfall sicherzustellen.

Nina Scheer, klimaschutz- und energiepolitische Sprecherin:

„Putins völkerrechtswidriger Angriff auf die Ukraine hat die fossile Energiepreiskrise drastisch verschärft. Vor diesem Hintergrund passen wir das Energiesicherungsgesetz den Herausforderungen zur Sicherung der Energieversorgung an und sichern unsere Versorgungsinfrastruktur gegenüber möglichen Versuchen der Destabilisierung ab. Als allerletztes Mittel steht dem Staat auch das Mittel der Enteignung zur Verfügung. Unsere Demokratie ist wehrhaft und weiß sich auch gegenüber Angriffen auf unsere Energie-Infrastruktur abzusichern.“
 

Andreas Rimkus, zuständiger Berichterstatter:

„Gemeinsam mit Grünen und FDP haben wir den Gesetzesentwurf im Parlament noch einmal deutlich verbessert. Wir beschleunigen die Einführung der digitalen Plattform, mit der bei akuter Gasmangellage die Lastverteilung vorgenommen wird. Schneller als bisher vorgesehen erweitern wir den Schutzschirm für kritische Infrastruktur im Energiesektor durch neue Definitionen kritischer Komponenten und Funktionen. Und bei den außerordentlichen Preisanpassungsrechten haben wir neue Schranken und Leitplanken für Preiserhöhungen eingeführt, um Endkundinnen und -kunden im Krisenfall vor Missbrauch zu schützen und danach eine Wiederabsenkung der Preise herbeizuführen.

Besser wäre es, wenn wir diesen neuen Werkzeugkasten niemals zum Einsatz bringen müssten. Entsprechende Vorsorge zu treffen, ist jedoch die Aufgabe umsichtiger und vorausschauender Politik. Die Sicherstellung unserer Energieversorgung ist von fundamentaler Bedeutung für unser Land.“","Der Bundestag berät heute abschließend die Novellierung des Energiesicherungsgesetzes von 1975. Die Neuregelung erweitert den Handlungsspielraum der Bundesregierung, um schadhafte äußere Einflüsse auf die Energieversorgung abzuwenden und diese auch im Krisenfall sicherzustellen.",Nina Scheer,", klimaschutz- und energiepolitische Sprecherin:","Andreas Rimkus, ",zuständiger Berichterstatter:,NA,NA,NA,NA,12.05.2022,20. Wahlperiode,107,Klimaschutz und Energie,"Dr. Nina Scheer, Andreas Rimkus","Klimaschutz, Energie",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/bundestag-beraet-novelle-energiesicherungsgesetzes
Sofortzuschlag entlastet  Kinder und ihre Familien,"Martin Rosemann, arbeitspolitischer Sprecher::

Im Plenum wird heute über den Gesetzentwurf zum Kindersofortzuschlag abgestimmt. Dadurch erhalten ab Juli von Armut betroffene Kinder und Jugendliche 20 Euro pro Monat zusätzlich. Das ist ein wichtiger Schritt hin zur im Koalitionsvertrag beschlossenen Kindergrundsicherung.

„Wir müssen dafür Sorge tragen, dass die finanziellen Härten durch den Krieg in der Ukraine und die Preissteigerungen nicht diejenigen am härtesten treffen, die am wenigsten haben. Deshalb entlasten wir erwachsene Leistungsberechtigte der sozialen Mindestsicherungssysteme mit einer Einmalzahlung in Höhe von 200 Euro. Arbeitslosengeld-Empfängerinnen und -Empfänger erhalten einmalig 100 Euro. So ermöglichen wir trotz Krisen die Teilhabe von Kindern, Jugendlichen und Erwachsenen.

Die Maßnahmen sind Teil des umfangreichen Entlastungspakets der Bundesregierung. Dazu gehören neben diesen Unterstützungen auch eine Energiepreispauschale, ein Kinderbonus von 100 Euro für jedes Kind – auch für aus der Ukraine nach Deutschland geflüchtete Kinder –, eine Energiesteuerabsenkung auf Kraftstoffe für drei Monate sowie die 90 Tage ÖPNV-Flatrate für neun Euro pro Monat für alle.“","Martin Rosemann, arbeitspolitischer Sprecher::","Martin Rosemann, ",arbeitspolitischer Sprecher::,NA,NA,NA,NA,NA,NA,12.05.2022,20. Wahlperiode,106,Arbeit und Soziales,Dr. Martin Rosemann,"Soziales, Arbeit, Kinder",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/sofortzuschlag-entlastet-kinder-familien
"BAföG öffnen, Bedarfssätze erhöhen","Dr. Lina Seitzl, zuständige Berichterstatterin:

Der heute ins Plenum eingebrachte Gesetzesentwurf zur 27. Novelle des BAföG sieht weitreichende Verbesserungen für junge Menschen in Ausbildung vor. Ziel der Novelle ist es, bereits zum Wintersemester 2022/23 und zum kommenden Schuljahr den Kreis der Förderberechtigten nachhaltig auszuweiten. Geplant sind hierfür deutliche Anhebungen der Einkommens- und Vermögensfreibeträge, die Erhöhung der Altersgrenze auf 45 Jahre sowie die Anpassung der Bedarfssätze, des Kinderbetreuungszuschlags und der Wohnpauschale. Weiterhin gibt es Entlastungen im Bereich der Altschuldenregelungen und der digitalen Antragsstellung.

„Mit der geplanten BAföG-Novelle legen wir den Grundstein, damit deutlich mehr Menschen von der Ausbildungsförderung profitieren. Mit der starken Ausweitung der Anspruchsberechtigten möchten wir wieder mehr junge Menschen fördern und ihnen die freie Wahl über ihren beruflichen Werdegang ermöglichen – unabhängig vom finanziellen Hintergrund der Eltern. Das sind zu Beginn der neuen Legislatur wichtige Signale, um der Abwärtsspirale bei den BAföG-Geförderten entschlossen entgegenzuwirken. Klar ist aber auch, dass weitere strukturelle Reformen folgen müssen. Als SPD-Fraktion sind uns hier insbesondere die Absenkung des Darlehensanteils und die Anpassung der Förderhöchstdauer weitere wichtige Anliegen.“","Dr. Lina Seitzl, zuständige Berichterstatterin:",Dr. Lina Seitzl,", zuständige Berichterstatterin:",NA,NA,NA,NA,NA,NA,12.05.2022,20. Wahlperiode,105,Bildung und Forschung,Dr. Lina Seitzl,"Bildung, Ausbildung",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/bafoeg-oeffnen-bedarfssaetze-erhoehen
Sexuellen Missbrauch ohne Beschränkung der Kommunikationsfreiheit wirksam bekämpfen,"Die EU-Kommission hat heute ihren Vorschlag zur Bekämpfung des sexuellen Missbrauchs von Kindern mittels Erkennung, Entfernung und Meldung illegaler Online-Inhalte vorgelegt. Mit dem Regelungsvorschlag sollen die Unternehmen verpflichtet werden, Kommunikationsinhalte auf sexuellen Missbrauch zu überprüfen und im Verdachtsfall zu melden und zu entfernen. Die SPD-Bundestagsfraktion begrüßt das Bemühen der EU-Kommission, besser gegen die Darstellung von sexuellem Kindesmissbrauch vorzugehen.
 

Sebastian Hartmann, innenpolitischer Sprecher:

„Klare Rechtsgrundlagen und koordiniertes europäisches Vorgehen sind beim Bemühen, Online-Kriminalität zu bekämpfen, unerlässlich. Insoweit begrüßen wir den Vorstoß der Kommission. Der Vorschlag bezieht sich nicht nur auf die großen öffentlichen Plattformen, sondern auch auf digitale Kommunikation – also etwa auch auf Individualkommunikation über Messenger oder Email, die dem Fernmeldegeheimnis unterliegt. Wir werden sicherstellen, dass der Schutz der Vertraulichkeit der Kommunikation und die IT-Sicherheit gewahrt bleiben.“
 

Sonja Eichwede, rechtspolitische Sprecherin:

„Es ist zweifelsfrei richtig und wichtig, einschlägige Straftaten entschieden und effektiv zu verfolgen. Hierzu bedarf es mehr Prävention und einer besseren personellen und technischen Ausstattung der Strafverfolgungsbehörden. Dies darf aber im Ergebnis nicht dazu führen, dass jegliche vertrauliche Kommunikation in Frage gestellt wird und eine wirksame Ende-zu-Ende-Verschlüsselung etwa bei Messengerdiensten aufgebrochen oder umgangen wird.“
 

Jens Zimmermann, MdB, digitalpolitischer Sprecher:

 „Bei dem Vorschlag der Kommission handelt es sich um einen ersten Entwurf, der jetzt auf europäischer Ebene beraten werden wird. Dabei ist der Koalitionsvertrag für uns die Maßgabe für die Verhandlungen. Dort haben wir allgemeine Überwachungspflichten und Maßnahmen zum Scannen privater Kommunikation ausdrücklich ausgeschlossen, verpflichtende Uploadfilter abgelehnt und ein Recht auf Verschlüsselung vereinbart. Wir erwarten, dass die Bundesregierung auf europäischer Ebene auf dieser Grundlage verhandelt und alle Maßnahmen unterstützt, die einen wirksamen Beitrag zur Bekämpfung des sexuellen Missbrauchs leisten können. Dies jedoch ohne den Schutz der Vertraulichkeit der Kommunikation und das Grundrecht auf Gewährleistung der Vertraulichkeit und Integrität informationstechnischer Systeme in Frage zu stellen.“","Die EU-Kommission hat heute ihren Vorschlag zur Bekämpfung des sexuellen Missbrauchs von Kindern mittels Erkennung, Entfernung und Meldung illegaler Online-Inhalte vorgelegt. Mit dem Regelungsvorschlag sollen die Unternehmen verpflichtet werden, Kommunikationsinhalte auf sexuellen Missbrauch zu überprüfen und im Verdachtsfall zu melden und zu entfernen. Die SPD-Bundestagsfraktion begrüßt das Bemühen der EU-Kommission, besser gegen die Darstellung von sexuellem Kindesmissbrauch vorzugehen.
 ",Sebastian Hartmann,", innenpolitischer Sprecher:",Sonja Eichwede,", rechtspolitische Sprecherin:",Jens Zimmermann,", MdB, digitalpolitischer Sprecher:",NA,NA,11.05.2022,20. Wahlperiode,104,"Digitales, Inneres, Recht","Dr. Jens Zimmermann, Sonja Eichwede, Sebastian Hartmann","Digitales/Netzpolitik, Innenpolitik, Rechtspolitik",PDF,NA,https://www.spdfraktion.de/presse/pressemitteilungen/sexuellen-missbrauch-ohne-beschraenkung-kommunikationsfreiheit-wirksam
