headline,title,subtitle,date,meta,text,url
Bundestag beschließt Sozialschutzpaket II,Kurzarbeitergeld wird erhöht,"  Höheres Kurzarbeitergeld, längeres Arbeitslosengeld, Unterstützung für Familien mit kleinem Budget: Der Bundestag hat das „Sozialschutz-Paket II“ beschlossen. Das Gesetz sieht wichtige Hilfen vor, um soziale Auswirkungen der Corona-Pandemie zu begrenzen.",14.05.2020,,"Das Kurzarbeitergeld ist ein sehr wirkungsvolles Instrument, um Arbeitsplätze zu sichern und Brücken über die Zeit der Krise zu bauen. Für die Beschäftigten bedeutet das, dass sie ihren Job behalten. Es bedeutet aber bislang auch, dass sie auf bis zu 40 Prozent ihres Lohns verzichten. Über mehrere Monate hinweg mit erheblichen Lohneinbußen zurechtzukommen, ist für viele Arbeitnehmerinnen und Arbeitnehmer aber nur schwer möglich.

Darum haben die Sozialdemokratinnen und Sozialdemokraten in der Koalition durchgesetzt, dass das Kurzarbeitergeld erhöht wird, wenn Beschäftigte aufgrund der Corona-Krise weniger als 50 Prozent arbeiten. Demnach wird das Kurzarbeitergeld ab dem vierten Monat von 60 auf 70 Prozent (bzw. von 67 auf 77 Prozent für Haushalte mit Kindern) und ab dem siebten Monat auf 80 Prozent (bzw. 87 Prozent) erhöht.

Außerdem werden die Möglichkeiten erweitert, sich etwas hinzuzuverdienen: Bislang wurden nur Hinzuverdienste aus systemrelevanten Tätigkeiten nicht auf das Kurzarbeitergeld angerechnet. Jetzt bleiben Hinzuverdienste aus allen Tätigkeiten anrechnungsfrei, wenn sie zusammen mit dem Kurzarbeitergeld die Höhe des bisherigen Monatseinkommens nicht überschreiten. Die Neuregelungen zur Kurzarbeit gelten bis zum 31. Dezember 2020.

Das Gesetz sieht außerdem vor, soziale Härten für Arbeitslose abzufedern. Wer seine Arbeit verloren hat, hat es derzeit besonders schwer: Vermittlung und Weiterbildung sind eingeschränkt, die Chancen gerade jetzt eine Stelle zu finden gering. Deshalb wird das Arbeitslosengeld I für diejenigen um drei Monate verlängert, deren Anspruch zwischen dem 1. Mai und dem 31. Dezember 2020 enden würde.

Familien, die zusätzlich zu wirtschaftlichen Schwierigkeiten von Kita- und Schulschließungen betroffen sind, leiden besonders unter den Folgen der Pandemie. Gerade Eltern mit kleinem Budget werden deshalb besonders unterstützt. Für Kinder aus bedürftigen Familien wird das kostenlose warme Mittagessen gesichert, das sie normalerweise in der Schule oder der Kita erhalten. Damit sie in der aktuellen Situation auch zu Hause nicht darauf verzichten müssen, können die Kommunen die Mittel aus dem Bildungs- und Teilhabepaket so flexibel einsetzen, dass das kostenlose Essen den Kindern nach Hause oder zur Abholung an die Schule geliefert wird. Auch die Lieferkosten werden übernommen.

Soziale Dienste und Einrichtungen engagieren sich besonders, um in der Corona-Krise Hilfe zu leisten. Indem nun auch Frühförderstellen in das Sozialdienstleister-Einsatzgesetz aufgenommen werden, wird deren wichtige Arbeit zur Förderung von Kindern mit Behinderungen oder Entwicklungsauffälligkeiten gesichert.

Die Funktionsfähigkeit von Arbeits- und Sozialgerichtsbarkeit muss gewährleistet bleiben: Seine Rechte einklagen zu können, ist auch während der Corona-Krise wichtig und kann nicht auf Eis gelegt werden. Dem trägt das Sozialschutzpaket II Rechnung.

Schließlich wird mit dem Gesetz sichergestellt, dass Waisenrenten auch dann (weiter-)gezahlt werden, wenn Ausbildungen und Freiwilligendienste durch die Corona-Pandemie später als üblich beginnen.",https://www.spdfraktion.de/themen/kurzarbeitergeld-erhoeht-1
Bundeswehr soll sich weiter beteiligen,Friedensmission im Nahen Osten fortsetzen,  Die Beteiligung deutscher Soldatinnen und Soldaten an der Friedensmission UNIFIL der Vereinten Nationen im Nahen Osten soll um ein Jahr verlängert werden. Über einen entsprechenden Antrag der Bundesregierung hat der Bundestag in erster Lesung beraten.,14.05.2020,,"Die UN-Mission UNIFIL im Nahen Osten leistet einen wichtigen Beitrag, um die Region sicherheitspolitisch zu stabilisieren und die Waffenruhe zwischen Israel und Libanon abzusichern. Deutschlands langjähriges maritimes Engagement im Rahmen von UNIFIL hatte bisher einen deutlich positiven Einfluss. Es umfasst auch die Ausbildung der libanesischen Marine zur besseren seeseitigen Grenzsicherung. UNIFIL bietet ebenfalls eine Kommunikationsplattform für direkte Kontakte zwischen Libanon und Israel, sodass mögliche Konflikte bereits im Vorfeld verhindert werden können.

Das Bundeswehrmandat soll ohne wesentliche Änderungen fortgesetzt werden. Der Antrag der Bundesregierung sieht vor, den Einsatz von bis zu 300 Soldatinnen und Soldaten bis zum 30. Juni 2021 zu verlängern.",https://www.spdfraktion.de/themen/friedensmission-nahen-osten-fortsetzen
Bundestag berät Mandatsverlängerung,Frieden im Kosovo sichern,  Die Bundeswehr soll sich weiterhin an der internationalen Sicherheitspräsenz in der Republik Kosovo (KFOR) beteiligen. Über einen entsprechenden Antrag der Bundesregierung hat der Bundestag nun in erster Lesung beraten.,14.05.2020,,"Deutsche Soldatinnen und Soldaten unterstützen seit 1999 die militärische Absicherung der UN-Friedensregelung für das Kosovo. Der Bundeswehreinsatz trägt auch zur Stabilisierung der Region und zum Aufbau von Sicherheitsstrukturen bei. Grundlagen sind eine Resolution des Sicherheitsrates der Vereinten Nationen und regelmäßige Beschlüsse der Nato.

Die Lage in der Republik Kosovo ist weiterhin überwiegend ruhig und stabil. Allerdings verbleibt nach wie vor ein Konflikt- und Eskalationspotenzial, insbesondere im Norden Kosovos. Auch für die Zukunft kann nicht ausgeschlossen werden, dass ein unerwarteter Zwischenfall oder politische Instabilitäten zu einer Anspannung der Lage führen könnten.

Die Beteiligung deutscher Streitkräfte am KFOR-Einsatz wurde in den vergangenen Jahren entlang der NATO-Planungen schrittweise verringert auf derzeit bis zu 400 Soldatinnen und Soldaten. Diese Obergrenze soll beibehalten werden. Gleichzeitig wird gewährleistet, dass die Bundeswehr bei einer unerwarteten Verschlechterung der Sicherheitslage dennoch schnell und flexibel reagieren könnte.

Das Mandat zur Beteiligung bewaffneter deutscher Streitkräfte an KFOR ist grundsätzlich nicht befristet. Eine konstitutive Befassung des Bundestages erfolgt alle zwölf Monate, wenn eine Fraktion dies wünscht. Seit über zehn Jahren ist es die SPD-Fraktion, die regelmäßig die konstitutive Beschlussfassung verlangt - sowohl in Oppositions- als auch in Regierungszeiten. Das unterstreicht die große Bedeutung, die die Sozialdemokratinnen und Sozialdemokraten dem Bundestag bei der Frage von Bundeswehreinsätzen beimessen.",https://www.spdfraktion.de/themen/frieden-kosovo-sichern
Bundeswehreinsätze sollen verlängert werden,Westafrika stabilisieren,"  Deutsche Soldatinnen und Soldaten beteiligen sich an zwei internationalen Missionen, mit denen sich die Vereinten Nationen und die Europäische Union für Sicherheit und Stabilität in Mali und der Sahel-Region engagieren. Beide Bundeswehreinsätze sollen nun um ein Jahr verlängert werden.",14.05.2020,,"Die Sicherheitslage in Mali und der Sahel-Region ist besorgniserregend. Immer häufiger gibt es Meldungen von gewaltsamen Angriffen auf die Sicherheitskräfte der Sahel-Staaten und internationale Missionen, aber auch in großem Umfang auf Zivilisten. Verantwortlich hierfür sind Dschihadisten und lokale Milizen, die sich in weitgehend rechtsfreien Räumen der Sahel-Region ausbreiten, lokale Spannungen schüren und sich diese zunutze machen. Neben Mali sind davon Burkina Faso und in zunehmendem Maße auch Niger betroffen. Hier droht ein Korridor zu entstehen, in dem sich Terrorismus und organisierte Kriminalität ausbreiten und ganz Westafrika destabilisieren könnte.

Die Bundesregierung ist überzeugt, dass es langfristige Stabilität im Sahel nur geben kann, wenn zivile und militärische Maßnahmen ineinandergreifen und wirtschaftliche wie soziale Perspektiven geschaffen werden. Deutschland hat seinen Beitrag hierzu im Rahmen humanitärer Maßnahmen und der Entwicklungszusammenarbeit deshalb nochmals erhöht. Daneben beteiligt sich die Bundeswehr an zwei internationalen Missionen, mit denen sich die Vereinten Nationen sowie die Europäische Union für Sicherheit und Stabilität in der Region engagieren. Beide Bundeswehreinsätze sollen um ein Jahr verlängert werden. Über entsprechende Anträge der Bundesregierung hat der Bundestag in erster Lesung beraten.

Stabilisierungsmission MINUSMA

Mit der Stabilisierungsmission MINUSMA verfolgen die Vereinten Nationen das Ziel, die Umsetzung des Friedensabkommens für Mali zu unterstützen. Gerade angesichts der instabilen Sicherheitslage ist die Mission aus Sicht der Bundesregierung weiterhin dringend erforderlich, um bei der Wiederherstellung von Staatlichkeit und eines sicheren Umfeldes zu unterstützen, den Schutz der Zivilbevölkerung zu gewährleisten, die Rückkehr bewaffneter Kräfte zu verhindern, die politischen Prozesse zur Befriedung des Landes zu begleiten und weitere Maßnahmen der Stabilisierung, Entwicklung und humanitären Hilfe zu stärken.

Deutschland beteiligt sich seit 2013 mit einem Kontingent der Bundeswehr sowie mit Polizistinnen und Polizisten an der Mission. Das Mandat soll bis zum 31. Mai 2021 verlängert werden. Die Personalobergrenze für deutsche Soldatinnen und Soldaten soll weiter bei 1100 liegen.

Europäische Ausbildungs- und Beratungsmission EUTM Mali

Die Ausbildungs- und Beratungsmission der Europäischen Union verfolgt das Ziel, die malischen Streitkräfte – und künftig auch die gemeinsame Einsatztruppe der G5 Sahel-Staaten – in die Lage zu versetzen, selbst für die Sicherheit in der Region zu sorgen. Darum sollen sukzessive die Streitkräfte von Burkina Faso und Niger in die Beratung und Ausbildung aufgenommen werden. Mit dem neuen Mandat soll eine einsatznähere militärische Beratung gewährleistet werden. Ausbildung, Beratung und Evaluierung können künftig an gesicherten Orten in ganz Mali stattfinden. Notwendig ist dies unter anderem wegen der zunehmenden grenzüberschreitenden terroristischen Aktivitäten. In Absprache mit der malischen Regierung und den Partnern der EU plant die Bundesregierung außerdem, ein neues Ausbildungszentrum in Zentralmali aufzubauen und zu betreiben. Eine aktive Beteiligung an Kampfeinsätzen bleibt weiterhin ausgeschlossen.

Die Personalobergrenze soll von 350 auf 450 Soldatinnen und Soldaten erhöht werden. So soll sichergestellt werden, dass die Bundeswehr die erweiterten Aufgaben ohne Einschränkungen erfüllen und die Vorbereitungen für die Übernahmen der Missionsführung im zweiten Halbjahr 2021 durchführen kann. Das Mandat soll bis zum 31. Mai 2021 verlängert werden.",https://www.spdfraktion.de/themen/westafrika-stabilisieren
Statement von Sabine Dittmar,Corona-Tests werden ausgeweitet,"  Testen, testen, testen - das ist notwendig, um die Corona-Pandemie im Blick zu behalten, erklärt unsere gesundheitspolitische Sprecherin Sabine Dittmar. Wir haben daher die Ausweitung der Tests beschlossen.",14.05.2020,,"„Bislang ist es uns in Deutschland gelungen, das Corona-Infektionsgeschehen in Schach zu halten. Das ist ein Etappensieg, aber noch sind wir mitten in der Pandemie.

Deshalb ist es ist wichtig, dass wir mit dem 2. Bevölkerungsschutzgesetz die Meldepflichten für SARS-CoV-2 ausweiten und den Öffentlichen Gesundheitsdienst stärken.

Wir schaffen mit dem Gesetz auch die Rechtsgrundlage für die Ausweitung von Coronatests. Testen, Testen, Testen, das ist das Gebot der Stunde, um das Infektionsgeschehen genau zu verfolgen. Und genau das werden wir tun.“",https://www.spdfraktion.de/presse/statements/corona-tests-ausgeweitet
Statement von Bärbel Bas,Unterstützung für pflegende Angehörige während Corona,"  Wenn Pflegedienste coronabedingt ausfallen, benötigen pflegende Angehörige zusätzliche Unterstützung. Diese haben wir heute sichergestellt, erklärt Fraktionsvizin Bärbel Bas.",14.05.2020,,"„Wir unterstützen pflegende Angehörige. Diese Angehörigen leisten im Moment Außergewöhnliches - gerade wenn Pflegedienste ausfallen. Wir verlängern daher das Pflegeunterstützungsgeld als Lohnersatz von 10 auf 20 Tage. Das Pflegeunterstützungsgeld kann kurzfristig beantragt werden, die bisher gesetzlich geltende Wochenmindestarbeitszeit von 15 Stunden pro Woche für den Anspruch auf das Pflegeunterstützungsgeld fällt weg. Wir sorgen so für die notwendige Flexibilität, wenn Angehörige die Pflege sichern müssen.

Außerdem schaffen wir die Voraussetzungen, Infektionen besser nachverfolgen zu können und den öffentlichen Gesundheitsdienst zu stärken. Das gibt uns den notwendigen Spielraum für die bereits beschlossenen Öffnungen. Wir wollen vor allem in Pflegeheimen und im Gesundheitswesen viel mehr testen. Damit schützen wir diejenigen besser, die besonders gefährdet sind.“",https://www.spdfraktion.de/presse/statements/unterstuetzung-pflegende-angehoerige-waehrend-corona
Statement von Ute Vogt,Mehr offene innereuropäischen Grenzen,  Die innenpolitische Sprecherin Ute Vogt begrüßt die Grenzöffnungen zu unseren Nachbarländern. Aber es gilt: Ein Virus kennt keine Grenzen. Deswegen müssen wir weiterhin sorgsam mit den Lockerungen umgehen.,13.05.2020,,"„Ich freue mich über die Ankündigungen von Bundesinnenminister Seehofer, dass die Grenzkontrollen zu Frankreich, Österreich und der Schweiz zunächst gelockert und ab dem 15. Juni beendet werden sollen und begrüße diese Lockerungen bei den Grenzkontrollen sehr. Nach Luxemburg sollen überhaupt keine Grenzkontrollen mehr stattfinden. Das ist auch dem sehr guten Krisenverlauf in dem Land zu verdanken. Sollten sich die Corona-Zahlen auch weiterhin in den anderen Staaten so verbessern, müssen wir auch die noch bestehenden Grenzkontrollen an den EU-Binnengrenzen bald aufheben. Gleichzeitig appelliere ich an alle Bürgerinnen und Bürger, weiterhin sorgsam mit den neuen Lockerungen umzugehen, damit wir diese nicht doch wieder zurücknehmen müssen.“",https://www.spdfraktion.de/presse/statements/mehr-offene-innereuropaeischen-grenzen
SPD-Fraktion beschließt Positionspapier,"Konkrete Hilfe für Kunst, Kultur und Medien","  Die SPD-Fraktion setzt sich dafür ein, dass Künstlerinnen und Künstler, Kreative sowie Kultur- und Medienschaffende in der Corona-Krise besser unterstützt werden.",13.05.2020,,"Kunst, Kultur und Medien haben eine enorme Bedeutung für eine lebendige Demokratie. Die Sozialdemokratinnen und Sozialdemokraten wollen, dass Künstlerinnen und Künstler, Kreative sowie Kultur- und Medienschaffende in dieser extremen Krisen-Zeit unterstützt werden und ihre künstlerische und kreative Tätigkeit nach der Corona-Pandemie bestmöglich fortsetzen können.

Die SPD-Bundestagsfraktion erarbeitet nachhaltige Lösungen rund um die soziale Absicherung von Kultur- und Medienschaffenden und bringt Soforthilfen für den kurzfristigen Bedarf auf den Weg. Diese Maßnahmen ergänzen bestehende Programme und Hilfen. So hat der Bundestag mit der Corona-Soforthilfe für Soloselbstständige, kleine Unternehmen und Freiberuflerinnen und Freiberufler in Höhe von insgesamt bis zu 50 Milliarden Euro Zuschüsse freigegeben, mit denen auch Kinos, Musikclubs, Künstlerateliers usw. finanzielle Engpässe überbrücken können. Sie dienen dazu, laufende Betriebskosten wie Mieten, aber auch Kredite für Betriebsräume oder Leasingraten zu bezahlen. Zusätzlich kommen die Ausweitung des Kurzarbeitergeldes, Liquiditätshilfen und die Stundung von Steuerzahlungen auch der Kultur- und Kreativwirtschaft zugute.

In dem am 12. Mai 2020 von der SPD-Bundestagsfraktion beschlossenen Positionspapier „Konkrete Hilfe für Kunst, Kultur und Medien in der Corona-Pandemie“ sind u. a. folgende darüber hinaus gehende Ziele formuliert:

Arbeitsförderung und Zuschüsse für Kulturschaffende mit befristeten Arbeitsverträgen, denn freiberufliche Tätigkeit und kurze abhängige Beschäftigung in Kunst und Kultur wechseln sich oft ab;
Absicherung des Fortbestandes von Kultureinrichtungen, denn auch Museen, Kunst und Kulturhäusern, Theatern, Konzertsäle, Opernhäuser, Kinos, soziokulturelle Zentren und sonstige Spielstätten der freien Szene, Chöre und Orchester sowie Tanzensembles brauchen spezifische Hilfen;
Sicherung der Kinos als Kulturorte und soziale Begegnungsstätten, denn Kinos sind der Motor der Filmwirtschaft;
Stabilisierung der Filmförderung, um das Fördersystem im Filmbereich aufrechterhalten;
Planung für eine Wiedereröffnung der Kulturorte, denn für einen erfolgreichen Neustart des Kultur- und Medienbetriebs ist ein abgestimmtes Vorgehen von Bund und Ländern erforderlich;
Stärkung der Auswärtigen Kultur- und Bildungspolitik;
Stärkung des europäischen Solidaritätsgefühls und der Digitalstrategie.

Dabei ist klar, dass diese Vorschläge aufgrund der komplexen und fragilen Situation in den verschiedenen Kunst- und Kultursparten nicht abschließend sein können und immer wieder anzupassen sind.

Solidarität und Zusammenhalt sind nicht nur in dieser schweren Zeit die wichtigsten Mittel für eine soziale Gesellschaft.

Das Positionspapier der SPD-Bundestagsfraktion findet sich hier.",https://www.spdfraktion.de/themen/konkrete-hilfe-kunst-kultur-medien
Eckpunkte beschlossen,SPD-Fraktion will ambitionierte Wasserstoffstrategie,"  Bis spätestens 2050 soll Deutschland ein klimaneutrales Land sein. Bei der Umstellung auf klimaneutrale Energien kommt Wasserstoff in der Industrie, im Verkehr und im Gebäudebereich eine stark steigende Bedeutung zu. Die SPD-Fraktion setzt sich daher für eine ambitionierte Wasserstoffstrategie mit engagierten Ausbauzielen ein.",12.05.2020,,"Mit ihren Eckpunkten für eine nachhaltige Wasserstoffstrategie setzen die Sozialdemokratinnen und Sozialdemokraten Maßstäbe für den Aufbau einer Wasserstoffwirtschaft, die dem Klima, der Wirtschaft und den Bürgerinnen und Bürgern dient. In Verbindung mit einem ambitionierten Ausbau der Erneuerbaren Energien soll die Wasserstoffwirtschaft einen Beitrag für die nachhaltige Transformation in allen Sektoren leisten und zugleich starke Impulse für nationale Wertschöpfung geben.

Schon bis 2030 wird Wasserstoff eine entscheidende Rolle im deutschen und europäischen Energie- und Wirtschaftssystem einnehmen. Daraus ergibt sich nicht nur erhebliches Potenzial für effektiven Klimaschutz, sondern auch für die Bewältigung der wirtschaftlichen Folgen der Corona-Krise und zur Stärkung der Konjunktur.

Um diese Entwicklung schnell voranzutreiben, soll bis 2030 der Aufbau von Elektrolyseleistung im Umfang von mindestens zehn Gigawatt für die nationale Produktion von erneuerbarem Wasserstoff gefördert werden. Dazu kommt der Import von Wasserstoff. Damit können etwa Brennstoffzellenfahrzeuge auf Straße und Schiene, Brennstoffzellenheizungen im Gebäudebereich oder Industrieprozesse, wie beispielsweise die Stahlproduktion mit Erneuerbarer Energie versorgt werden. Darüber hinaus können aus dem Wasserstoff hergestellte synthetische Brenn- und Kraftstoffe auch im Bestand von Fahrzeugen, Flugzeugen und Heizsystemen eingesetzt werden, die bisher fossil betrieben werden.

Um den zusätzlichen Strombedarf für die Wasserstoffproduktion zu decken, muss der Ausbau der Erneuerbaren Energien deutlich forciert, kontinuierlich überprüft und entsprechend angepasst werden. Er ist und bleibt das Fundament einer erfolgreichen, nachhaltigen und sozialverträglichen Energiewende.

Der Aufbau der Wasserstoffwirtschaft muss dabei immer auch europäisch und international gedacht und koordiniert werden. Deutschland wird im Rahmen der EU-Ratspräsidentschaft diesen Prozess vorantreiben und auf eine enge Verzahnung mit dem Europäischen Social Green Deal hinarbeiten.

Die Sozialdemokratinnen und Sozialdemokraten verbinden ihre Eckpunkte mit der Aufforderung an Bundeswirtschaftsminister Peter Altmaier, endlich eine engagierte Nationale Wasserstoffstrategie vorzulegen. SPD-Fraktionsvize Matthias Miersch: „Der Entwurf wird von Woche zu Woche im Kabinett geschoben, weil der Bundeswirtschaftsminister auf der Bremse steht.“

Die Vorschläge der SPD-Fraktion können hier im Detail nachgelesen werden (PDF-Datei).",https://www.spdfraktion.de/themen/spd-fraktion-will-ambitionierte-wasserstoffstrategie
Positionspapier beschlossen,"SPD-Fraktion fordert Hilfen für Kunst, Kultur und Medien","  Die SPD-Fraktion setzt sich für weitere Hilfen ein, um Künstlerinnen und Künstler, Kreative sowie Kultur- und Medienschaffende in der Corona-Krise zu unterstützen.",12.05.2020,,"„Aufgrund der enormen Bedeutung von Kunst und Kultur dürfen wir es nicht zulassen, dass Strukturen möglicherweise unwiederbringlich verloren gehen und Künstlerinnen und Künstler, Kreative und Kulturschaffende ihre gerade auch für unser zukünftiges Zusammenleben so wichtige Tätigkeit nach der Krise nicht fortsetzen können“, heißt es in einem Positionspapier, das die SPD-Fraktion am Dienstag beschlossen hat. Darin plädieren die Sozialdemokratinnen und Sozialdemokraten für nachhaltige Lösungen rund um die soziale Absicherung von Kultur- und Medienschaffenden und für Soforthilfen für den kurzfristigen Bedarf. Die Vorschläge ergänzen die Programme und Hilfen, die der Deutsche Bundestag und die Bundesländer bereits auf den Weg gebracht haben.

Zu den Forderungen der SPD-Fraktion gehört die soziale Unterstützung für Kulturschaffende mit befristeten Arbeitsverträgen sowie für die freiberuflich Wirkenden. Denn freiberufliche Tätigkeit und kurze abhängige Beschäftigung wechseln sich in Kunst und Kultur oft ab. Um das Fortbestehen von Kultureinrichtungen zu sichern, plädiert die SPD-Fraktion unter anderem für eine Notfallhilfe für Musikclubs sowie eine Hilfe für kleine und mittlere Festivals. Kinos als Kulturorte und soziale Begegnungsstätten sollen durch einen Fonds zum Erhalt der Kinoinfrastruktur gesichert und die Filmförderung stabilisiert werden. Außerdem macht sich die SPD-Fraktion für das Fortbestehen von Volksfesten, Kirmessen, Zirkussen und Märkten stark, denn sie gehören zum kulturellen Leben dazu. Auch die Auswärtige Kultur- und Bildungspolitik soll gestärkt werden. 

„Die SPD-Bundestagsfraktion setzt sich dafür ein, dass die Kultur- und Medienschaffenden unbürokratisch und nachhaltig unterstützt werden“, sagt der kultur- und medienpolitische Sprecher Martin Rabanus. „Wir begrüßen es, dass unser Bundesfinanzminister Olaf Scholz angekündigt hat, ein Programm für Kulturschaffende auf den Weg zu bringen.“

Die Vorschläge der SPD-Fraktion können hier im Detail nachgelesen werden (PDF-Datei).",https://www.spdfraktion.de/themen/spd-fraktion-fordert-hilfen-kunst-kultur-medien
Pressestatement von Ute Vogt, Kleinen Grenzverkehr umgehend wieder ermöglichen,"  Die innenpolitische Sprecherin der SPD-Fraktion, Ute Vogt, fordert den Bundesinnenminister auf, den kleinen Grenzverkehr umgehend wieder zu ermöglichen.",12.05.2020,,"„Bei den schrittweisen Lockerungen im Bereich des öffentlichen und wirtschaftlichen Lebens dürfen die Grenzkontrollen und Grenzschließungen zu unseren europäischen Nachbarländern nicht länger außen vor bleiben. Angesichts der einschlägigen Hygiene- und Abstandsgebote und der getroffenen Maßnahmen beidseits der europäischen Binnengrenzen fordern wir Bundesinnenminister Seehofer dazu auf, den kleinen Grenzverkehr umgehend wieder zu ermöglichen.

Dort, wo das nicht möglich ist, muss das als Ausnahme wöchentlich überprüft, sachlich gerechtfertigt und begründet werden. Pauschale Grenzschließungen müssen in Zukunft vermieden werden. Deshalb muss eine genauere Betrachtung des Infektionsgeschehen orientiert an Landkreisgrößen vorgenommen und zwischen den lokalen Behörden fortlaufend zur Verabredung von Gegenmaßnahmen ausgetauscht werden.“",https://www.spdfraktion.de/presse/statements/kleinen-grenzverkehr-umgehend-ermoeglichen
Mein Standpunkt,Politik transparent begründen,"  Die Angst der Menschen um ihre Existenz und ihre Gesundheit machen sich derzeit auch Verschwörungstheoretiker zunutze. „Umso wichtiger ist es, Politik transparent zu begründen“, sagt Rolf Mützenich. Warum das Parlament dabei eine wesentliche Rolle spielt, begründet der SPD-Fraktionschef in seinem Standpunkt.",12.05.2020,,"Die Corona-Pandemie stellt uns weiterhin vor große Herausforderungen. Auch in dieser Woche beschäftigen wir uns damit, die negativen Folgen der Krise abzufedern.

In besonderer Weise sind Kunst und Kultur, die Kreativen und freien Medienschaffenden sowie die Kultureinrichtungen, aber auch die Schausteller von der Corona-Pandemie betroffen. Der Kulturbetrieb ist bereits Mitte März faktisch auf Null heruntergefahren worden. Die Betriebskosten der Kulturstätten laufen aber weiter, Kosten zur Vorbereitung von Veranstaltungen, die abgesagt werden mussten, sind bereits entstanden. Eine Refinanzierung durch Ticketverkäufe ist jedoch derzeit nicht möglich. Diese Belastung bringt große Teile des Kunst- und Kulturbereichs in eine existenzbedrohende Lage. Das gilt auch für die Unternehmen in der Veranstaltungsbranche, denen die Existenzgrundlage entzogen ist.

Aufgrund der Bedeutung von Kunst und Kultur für unsere Gesellschaft wollen wir auch in der Krise die Strukturen und Arbeit von KünstlerInnen, Kreativen und Kulturschaffenden erhalten. Die Kultur- und Kreativwirtschaft kann auf uns zählen. Über bereits beschlossene Soforthilfeprogramme hinaus setzen wir auf weitere Schritte, etwa um die soziale Absicherung auch für freiberufliche Kulturschaffende zu gewährleisten. Der Fortbestand von Kultureinrichtungen wie Museen, Kunst und Kulturhäusern, Theatern, Kinos und sonstigen Spielstätten ist zwingend abzusichern.

Die Angst der Menschen um ihre Existenz und ihre Gesundheit machen sich derzeit auch Verschwörungstheoretiker zunutze. Umso wichtiger ist es für uns als Demokratinnen und Demokraten, unsere Politik transparent und nachvollziehbar zu begründen. Das Parlament spielt hier eine wesentliche Rolle, denn wir als Abgeordnete sind die BotschafterInnen der Menschen vor Ort. Die Bürgerinnen und Bürger sind für uns der Seismograf dafür, ob die Hilfen ankommen oder wir nachsteuern müssen.

Gerade in dieser angespannten Zeit müssen die Menschen darauf vertrauen können, dass sie sich auf uns verlassen können. Deshalb ist es wichtig, dass die Union ihre Blockade aufgegeben hat und wir in dieser Woche – endlich! – die Grundrente im Bundestag beraten. Die Renten der gesetzlichen Rentenversicherung sind für viele Menschen im Alter die Haupteinkommensquelle, um ihr Leben zu finanzieren. Dafür haben sie jahrzehntelang gearbeitet und Beiträge eingezahlt. Viele von ihnen haben Kinder erzogen oder Angehörige gepflegt. Und doch sind sie im Alter auf ergänzende Sozialleistungen angewiesen – genau wie diejenigen, die wenig oder gar nicht gearbeitet haben. Es ist unsere Pflicht, hier den sozialen Ausgleich zu stärken und den Menschen zu zeigen: Eure lebenslange Beitragsleistung wird auch angemessen gewürdigt. Immerhin werden 1,3 Millionen Menschen einen Zuschlag auf ihre Rente bekommen. Umso wichtiger ist es jetzt, dass die Grundrente auch ab 1. Januar 2021 in Kraft treten kann. Ein weiteres Verzögern von CDU/CSU darf es nicht geben.",https://www.spdfraktion.de/themen/standpunkte/politik-transparent-begruenden
Statement von Katja Mast,"Ich verstehe Eltern, die jetzt mit dem Kopf schütteln und sich fragen, wie sie das noch weiter stemmen sollen","  Trotz vieler Corona-Lockerungen gibt es noch kein Konzept für Kitas und Schulen. Katja Mast: ""Ich verstehe Eltern, die jetzt mit dem Kopf schütteln und sich fragen, wie sie das noch weiter stemmen sollen.""",11.05.2020,,"„Es zeigt sich immer mehr, dass viele Eltern die Belastungsgrenze erreicht oder überschritten haben. Es ist auch völlig klar: Ein paar Stunden in der Kita oder Schule entspannen im Kern nichts, sie können eher belastend sein. Ich verstehe Eltern, die jetzt mit dem Kopf schütteln und sich fragen, wie sie das noch weiter stemmen sollen.

Es braucht jetzt dringend Lösungen. Lösungen, die Familien entlasten und gleichzeitig Kinder nicht gefährden. Was wir von Seiten des Bundes tun konnten, haben wir getan.

Es darf jetzt keinen 'Lösungs-Wettbewerb-der-Länder' geben, der auf dem Rücken der Familien stattfindet. Und die Länder und Einrichtungen vor Ort müssen jetzt rasch auch klare und nachvollziehbare Infos zur Öffnung geben. Die Eltern müssen wissen, was jetzt für ihre Kinder gilt. Diese Krise zeigt einmal mehr: Kinderrechte sind universell und gehören ins Grundgesetz - das ist aus meiner Sicht auch eine langfristige politische Konsequenz der jetzigen Situation.""",https://www.spdfraktion.de/presse/statements/verstehe-eltern-kopf-schuetteln-fragen-noch-stemmen
