title,date,author,type,fulltext,url
LINKE gibt Gutachten zur Regulierung des Bodenmarktes in Auftrag,05. Juni 2020,Amira Mohamed Ali,Pressemitteilung,"Wenn Bodenpreise explodieren und immer mehr landwirtschaftliche Fläche in die Hände von landwirtschaftsfremden Investorennetzwerken gerät, bedroht dies die Existenzgrundlage der ortsansässigen Agrarbetriebe. Boden ist keine Ware, sondern ein begrenzt verfügbarer Naturreichtum und Grundlage unserer Ernährungssouveränität. Deshalb hat die Gesellschaft eine besondere Verantwortung für den Schutz des Bodens und die Sicherung der Teilhabe für die, die ihn bewirtschaften und vor Ort leben. Bodenspekulation und profitgetriebene Geschäftsmodelle müssen verhindert werden. Um die rechtlichen Möglichkeiten für die Regulierung von share deals und die Ausgestaltung von gemeinwohlorientierten Landgesellschaften als strategische Bodenreserve in öffentlicher Hand zu klären, haben die Fraktionsvorsitzendenkonferenz der LINKEN, die Landtagsfraktionen und die Bundestagsfraktion gemeinsam ein Gutachten in Auftrag gegeben. Damit will DIE LINKE die Grundlage schaffen für eine nachhaltige, regional verwurzelte Landwirtschaft. Das Gutachten soll im September 2020 veröffentlicht werden.Dazu erklärt Amira Mohamed Ali, Vorsitzende der Fraktion DIE LINKE:„Es kann nicht sein, dass Konzerne wie Aldi nicht nur den Lebensmitteleinzelhandel beherrschen, sondern auch landwirtschaftlichen Boden aufkaufen, der somit dem Zugriff von ortsansässigen Landwirtinnen und Landwirten entzogen ist.""Weiter erklärt Dietmar Bartsch, Vorsitzender der Fraktion DIE LINKE:„In Mecklenburg-Vorpommern ist der Kaufwert von landwirtschaftlicher Fläche seit 2007 um über 300 Prozent gestiegen. Da stimmt etwas grundlegend nicht, wenn diejenigen, die die Fläche bewirtschaften, wegen fehlender finanzieller Rücklagen keinen Zugriff auf ihre Arbeitsgrundlage haben.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/linke-gibt-gutachten-zur-regulierung-des-bodenmarktes-in-auftrag/
Konjunktur-Schrotflinte der GroKo ist nicht zielgenau,04. Juni 2020,Amira Mohamed Ali,Pressemitteilung,"„Es ist nicht alles falsch, aber ein zukunftsweisendes Konjunkturprogramm sieht anders aus“, erklärt die Vorsitzende der Fraktion DIE LINKE, Amira Mohamed Ali. Sie fährt fort:„Zwar ist eine stärkere Unterstützung besonders betroffener Branchen wie Restaurants, Hotels oder Reisebüros richtig und sogar überfällig gewesen. Aber hier hätten die Zuschüsse nicht auf die Betriebskosten beschränkt bleiben dürfen. So fallen wieder viele durch das Raster. Besonders kleinen Unternehmen droht weiterhin das Aus. Der Kinder-Bonus ist natürlich zu begrüßen, aber es wären zusätzliche Hilfen für besonders einkommensschwache Familien nötig gewesen. Außerdem brauchen auch Menschen mit sehr niedrigem Einkommen ohne Kinder jetzt Hilfe. Ein Pandemiezuschlag für kleine Renten und für Hartz IV wäre richtig gewesen, was auch in Bezug auf eine Nachfrageerhöhung effektiver gewesen wäre, weil diese Menschen das zusätzliche Geld dringend benötigen und ausgeben werden.Stattdessen wird das Geld mit der Gießkanne auch über reiche Haushalte und profitable Unternehmen, die eigentlich keine Hilfe bräuchten, ausgeschüttet. Wie durch die Verdopplung der Kaufprämie für E-Autos, von der insbesondere Haushalte mit sehr hohem Einkommen profitieren. Im Gegenzug wird für die, die sich kein E-Auto leisten können, ab 2021 sogar unter Umständen die KfZ-Steuer erhöht. Das ist sozial hochgradig ungerecht.Und die auf sechs Monate befristete Mehrwertsteuersenkung wird wahrscheinlich nicht oder zumindest nicht vollständig bei den Konsumenten ankommen, weil einige Unternehmen die Preise nicht senken werden und sich das Geld stattdessen lieber selber einstecken. So werden mit Steuergeldern sogar Extra-Profite finanziert. Das darf nicht sein.Es ist außerdem beschämend, dass die Bundesregierung auch bei diesem riesigen Programm die Pflegekräfte noch nicht einmal erwähnt. Ein klares Bekenntnis für einen höheren Mindestlohn in der Pflege und flächendeckende und allgemeinverbindliche Tarifverträge wären richtig und ebenfalls eine Maßnahme zur Konjunkturunterstützung gewesen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/konjunktur-schrotflinte-der-groko-ist-nicht-zielgenau/
Für verbindliche Mindestlohnstandards,03. Juni 2020,Susanne Ferschl,Pressemitteilung,"„Es ist zwingend notwendig, europaweit einheitliche Standards für Mindestlöhne festzulegen und Lohndumping einzudämmen. Für die Bestimmung der nationalen Lohnuntergrenzen muss die Niedriglohnschwelle ausschlaggebend sein. Nur so kann der Mindestlohn wirksam vor Armut schützen"", erklärt Susanne Ferschl, stellvertretende Vorsitzende der Fraktion DIE LINKE, zur heute veröffentlichten Zwischenbilanz der EU-Kommission zu den Konsultationen mit den Sozialpartnern über einheitliche Mindestlohnstandards in Europa. Ferschl weiter:""Eine Orientierung an der Niedriglohnschwelle heißt für Deutschland, dass der Mindestlohn mindestens 12 Euro betragen muss. Diese Erhöhung ist mehr als überfällig. Seit Jahren schon ist Deutschland europäisches Schlusslicht bei den Mindestlöhnen. Es ist doch wohlfeil, wenn Vertreter der CDU/CSU ausgerechnet jetzt Lohnzurückhaltung und die Aussetzung der Mindestlohnerhöhung verlangen. Genau andersrum wird ein Schuh draus: Die Krise muss der Anlass sein, um mit der deutschen Lohndumpingstrategie, Niedriglöhnen und der Exportorientierung Schluss zu machen. Jeder Euro mehr fließt direkt in den Konsum, stärkt also die Binnennachfrage und somit die Konjunktur. Die sofortige Erhöhung des Mindestlohns ist kein wirtschaftliches Hindernis, sondern ein wichtiger Bestandteil zur Bewältigung der Wirtschaftskrise.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/fuer-verbindliche-mindestlohnstandards/
Sozialen Wohnungsbau retten,03. Juni 2020,Caren Lay,Pressemitteilung,"„Der Niedergang des Sozialen Wohnungsbaus geht weiter. Es werden zu wenige Sozialwohnungen neu gebaut und deutlich mehr fallen aus der Sozialbindung. Der Bund muss endlich ein Rettungsprogramm für den Sozialen Wohnungsbau auflegen, sonst gehören Sozialwohnungen bald der Vergangenheit an. Das darf angesichts von Mietenkrise und Corona-Krise nicht passieren“, fordert Caren Lay, stellvertretende Vorsitzende der Fraktion DIE LINKE, anlässlich der Beratung im Bundeskabinett zum Bericht zur Verwendung der Kompensationsmittel für den sozialen Wohnungsbau. Lay weiter:„Die Bundesregierung schaut dem Niedergang des Sozialen Wohnungsbaus tatenlos zu. Erst bei den letzten Haushaltsverhandlungen hat die Koalition die Ausgaben für die soziale Wohnraumförderung um ein Drittel reduziert. Das ist wirklich skandalös. Es gibt also keinen Grund, mit dem Finger auf die Länder zu zeigen. Statt der Absenkung der Großen Koalition auf nur 1 Milliarde Euro braucht es ein öffentliches Wohnungsbauprogramm in Höhe von 10 Milliarden Euro für 250.000 neue Sozialwohnungen pro Jahr, bei der es neben Neubau auch um die Verlängerung der Sozialbindungen geht. Einmal geförderte Sozialwohnungen müssen künftig immer Sozialwohnungen bleiben. Das ließe sich durch eine neue Wohngemeinnützigkeit für Durchschnitts- und Geringverdiener gewährleisten.“Hintergrundinfo: Im vergangenen Jahr sank mit nur 25.565 die Zahl der neu gebauten Sozialwohnungen gegenüber 2018. Dem steht außerdem gegenüber, dass vermutlich wie im Vorjahr ca. 70.000 Wohnungen aus der Bindung fallen werden. So ist erneut ein riesiger Verlust von unterm Strich 40 000 bis 50.000 Sozialwohnungen zu erwarten.1990 gab es noch 3 Millionen Sozialwohnungen in Deutschland, 2018 gab es nur noch unter 1,2 Millionen. Der Abwärtstrend setzt sich ungebremst fort.",https://www.linksfraktion.de/presse/pressemitteilungen/detail/sozialen-wohnungsbau-retten/
Arbeitsmarkt- und sozialpolitische Katastrophe verhindern,03. Juni 2020,Sabine Zimmermann,Pressemitteilung,"„Die Bundesregierung muss verhindern, dass Erwerbstätige zum Sozialfall werden. Wenn sie jetzt nicht energisch Gegenmaßnahmen ergreift, droht eine arbeitsmarkt- und sozialpolitische Katastrophe"", erklärt Sabine Zimmermann, arbeitsmarktpolitische Sprecherin der Fraktion DIE LINKE, zum aktuellen Monatsbericht der Bundesagentur für Arbeit. Zimmermann weiter:„Durch Corona werden viele Kurzarbeiterinnen und Kurzarbeiter und Selbständige zu Hartz-IV-Aufstockern, da das Kurzarbeitergeld grundsätzlich zu niedrig ist und die Bundesregierung hilfebedürftigen Selbständigen keine ausreichenden Hilfen zur Sicherung des Lebensunterhalts gewährt. Das Kurzarbeitergeld muss sofort auf 90 Prozent des Nettoentgelts erhöht werden, für Beschäftigte, die nur den gesetzlichen Mindestlohn bekommen, auf 100 Prozent. Selbständigen müssen nicht nur Hilfen zu ihren Betriebsausgaben gewährt werden, sondern auch zum Lebensunterhalt.Der Zugang zum Arbeitslosengeld muss erleichtert werden, da viele die hohen Hürden nicht erfüllen und gleich in Hartz IV fallen. Es muss sofort eine Neuregelung eingeführt werden, dass der Anspruch auf Arbeitslosengeld bereits nach vier Monaten Beitragszeit entsteht, in einer Rahmenfrist von 36 Monaten. Für Hartz-IV-Bezieher fordert DIE LINKE zur Abfederung der Corona-bedingten Mehrkosten einen Pandemie-Zuschlag von 200 Euro.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/arbeitsmarkt-und-sozialpolitische-katastrophe-verhindern/
Für eine Einbürgerungsoffensive – Einbürgerungsquote verbessern,03. Juni 2020,Gökay Akbulut,Pressemitteilung,"„Der Anstieg der Einbürgerungszahlen um 15 Prozent ist eine gute Entwicklung, lässt sich zum großen Teil allerdings auf den zeitlich begrenzten ‚Brexit-Effekt‘ zurückführen. Grundsätzlich aber ist die Einbürgerungsquote in Deutschland im europäischen Vergleich seit Jahren viel zu niedrig“, erklärt Gökay Akbulut, migrations- und integrationspolitische Sprecherin der Fraktion DIE LINKE, zu den heute veröffentlichten Einbürgerungszahlen für das Jahr 2019. Akbulut weiter:„Der ‚Brexit-Effekt‘ lässt die aktuellen Zahlen in einem falschen Licht erscheinen, weil sich im Vergleich zu den Jahren vor dem Referendum im vergangenen Jahr wesentlich mehr Briten in Deutschland haben einbürgern lassen. Die ansonsten sehr geringen Einbürgerungszahlen und die geringe Einbürgerungsquote, insbesondere bei türkischen Staatsangehörigen, lassen sich vor allem darauf zurückführen, dass nach wie vor die Mehrstaatigkeit im Grundsatz abgelehnt wird. Bei Menschen mit türkischer Staatsangehörigkeit wurden beispielsweise lediglich 1,2 Prozent des Einbürgerungspotentials ausgeschöpft. Das wollen wir ändern.DIE LINKE tritt für ein modernes und progressives Staatsangehörigkeitsrecht ein und sieht dringenden Handlungsbedarf: In unserem aktuell in den Bundestag eingebrachten Antrag (BT-Drs. 19/19484) fordern wir daher die Erleichterung der Einbürgerung sowie eine Einbürgerungsoffensive. Unser Ziel ist ein modernes Staatsangehörigkeitsrecht, mit der Möglichkeit von Mehrfachstaatsangehörigkeiten. Wir kämpfen für einen Anspruch auf Einbürgerung unabhängig von Einkommen oder sozialem Status – und das ab fünf Jahren Aufenthalt.Bisher werden Einbürgerungen durch viel zu hohe Hürden immer noch eher verhindert als ermöglicht. Das muss sich ändern!“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/fuer-eine-einbuergerungsoffensive-einbuergerungsquote-verbessern/
Waffenexporte in die USA aussetzen,03. Juni 2020,Sevim Dagdelen,Pressemitteilung,"„Die Bundesregierung muss den Einsatz schwer bewaffneter Soldaten durch US-Präsident Donald Trump gegen friedliche Demonstranten in den USA in aller Schärfe verurteilen. Angesichts der staatlich provozierten Gewalteskalation hin zu einem Kriegseinsatz gegen die eigene Bevölkerung müssen deutsche Waffenexporte in die USA umgehend ausgesetzt werden“, erklärt Sevim Dagdelen, Außenpolitikerin und Obfrau der Fraktion DIE LINKE im Auswärtigen Ausschuss. Dagdelen weiter:„Die bisherigen Stellungnahmen von Bundesaußenminister Heiko Maas sind angesichts der Truppenverlegungen an den Rand von Washington zur Unterstützung von Polizei und Nationalgarde bei der Niederschlagung der Protestbewegung vollkommen unzureichend. Die Bundesregierung muss umgehend die Geschäftsträgerin der US-Botschaft, Robin Quinville, einbestellen und Aufklärung über den Militäreinsatz verlangen.Mit der Entsendung von 1.400 voll bewaffneten Soldaten nach Washington, darunter hunderter Fallschirmjäger der 82nd Airborne Division, die für Massaker an Demonstranten im irakischen Falludscha verantwortlich ist, drohen die Proteste in einem Blutbad erstickt zu werden. Die rassistische Polizeigewalt in den USA und der Einsatz von Militär, darunter auch tief fliegenden Armeehubschraubern zur Auflösung von Demonstrationen, müssen von der Bundesregierung zum Thema im UN-Sicherheitsrat gemacht werden.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/waffenexporte-in-die-usa-aussetzen/
DIE LINKE beantragt Sondersitzung des Auswärtigen Ausschusses zu Polizeigewalt und Militäreinsatz in den USA,02. Juni 2020,Jan Korte,Pressemitteilung,"„Der Bundestag muss dringend über Konsequenzen aus der Gewalteskalation in den USA nach der Ermordung des Schwarzen George Floyd und dem von US-Präsident Donald Trump angedrohten Einsatz der Armee gegen die eigene Bevölkerung beraten. Das bisherige öffentliche Schweigen der Bundesregierung in der Sache ist vollkommen inakzeptabel. Ich habe daher heute bei Bundestagspräsident Wolfgang Schäuble die schnellstmögliche Durchführung einer Sondersitzung des Auswärtigen Ausschusses beantragt“, erklärt Jan Korte, 1. Parlamentarischer Geschäftsführer der Fraktion DIE LINKE.Sevim Dagdelen, Obfrau der Fraktion DIE LINKE im Auswärtigen Ausschuss, ergänzt: „Bundesaußenminister Heiko Maas muss im Rahmen einer Sondersitzung des Auswärtigen Ausschusses dringend Auskunft geben über die bisherigen Reaktionen der Bundesregierung auf die rassistische Polizeigewalt und brutale Repression in den USA sowie die zeitnahe Problematisierung der Vorgänge im UN-Sicherheitsrat und mögliche weitere Initiativen der Bundesregierung. Weiteres Stillhalten ist angesichts der Gewalteskalation keine Option.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/die-linke-beantragt-sondersitzung-des-auswaertigen-ausschusses-zu-polizeigewalt-und-militaereinsatz-in/
Wir brauchen den Ausbau der Fahrradinfrastruktur und eine Fahrradprämie,02. Juni 2020,Andreas Wagner,Pressemitteilung,"„Neben einem Ausbau der Fahrradinfrastruktur brauchen wir eine Fahrradprämie als zusätzlichen Anreiz für einen Umstieg auf das Fahrrad"", erklärt Andreas Wagner, Sprecher für ÖPNV und Fahrradmobilität der Fraktion DIE LINKE und Obmann im Verkehrsausschuss, anlässlich des Weltfahrradtages am 3. Juni und mit Blick auf die von der Fraktion beschlossene Forderung einer Fahrradprämie von 200 Euro als Zuschuss zur Finanzierung von Wartung und Reparatur (einschließlich Ersatzteile) von Fahrrädern, E-Bikes, Lastenrädern, Fahrradanhängern sowie deren Ersatz- und Neubeschaffung. Hierzu soll die Bundesregierung ein Förderprogramm in Höhe von 300 Millionen Euro auflegen. Mit einem entsprechenden Antrag wird sich am 17. Juni der Verkehrsausschuss befassen. Andreas Wagner weiter:„Im Vergleich zu einer Abwrackprämie oder Kaufprämie für Autos haben von einer Fahrradprämie auch diejenigen etwas, die sich ein Auto nicht leisten können oder keine Fahrerlaubnis haben oder klimafreundlich unterwegs sein möchten. Von einer Fahrradprämie profitieren auch Familien, die für ihre Kinder ein neues Rad anschaffen wollen und diejenigen, die im ländlichen Raum zuhause sind und zukünftig eine E-Bike nutzen wollen.Da die Fahrradprämie auch für die Reparatur von gebrauchten Fahrrädern genutzt werden kann, fördert sie die Beschäftigung in der heimischen Fahrradwirtschaft. Eine Fahrradprämie stärkt zudem den sanften Tourismus. Hiervon würden auch Urlaubsregionen profitieren, die zunehmend von Staus und Parkproblemen geplagt werden.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/wir-brauchen-den-ausbau-der-fahrradinfrastruktur-und-eine-fahrradpraemie/
Polizeigewalt und Militäreinsatz in den USA verurteilen,02. Juni 2020,Sevim Dagdelen,Pressemitteilung,"„DIE LINKE steht solidarisch an der Seite der friedlichen Demonstranten in den USA, die nach der Ermordung des Afroamerikaners George Floyd gegen die Untergrabung von Demokratie und Rechtsstaatlichkeit protestieren. Die Bundesregierung muss die rassistische Polizeigewalt, den Einsatz der Nationalgarde und den von US-Präsident Donald Trump angedrohten Einsatz des Militärs gegen die Protestbewegung in aller Schärfe verurteilen“, erklärt Sevim Dagdelen, Außenpolitikerin der Fraktion DIE LINKE und Obfrau im Auswärtigen Ausschuss. Dagdelen weiter:„Die seit Tagen anhaltende Gewalt von Polizei und Nationalgarde gegen friedliche Demonstranten ist nicht akzeptabel. Mit dem Einsatz von Tränengas und Gummigeschossen gegen Journalisten steht auch die Pressefreiheit in den USA unter Beschuss. Trumps Ankündigung nach Entsendung schwer bewaffneter Militäreinheiten zur Niederschlagung der Proteste ist eine Kriegserklärung gegen das eigene Volk und darf nicht unwidersprochen bleiben. Die Bundesregierung muss im UN-Sicherheitsrat den Rassismus und die Gewalteskalation in den Vereinigten Staaten bis hin zu einem Abgleiten in einen Bürgerkrieg dringend zur Sprache bringen und damit den Appell von UN-Generalsekretär António Guterres an die US-Behörden zur Zurückhaltung unterstützen.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/polizeigewalt-und-militaereinsatz-in-den-usa-verurteilen/
Systemwechsel bis zur letzten Milchkanne,30. Mai 2020,Kirsten Tackmann,Pressemitteilung,"„Bei kaum einem Zweig der Landwirtschaft ist der Systemfehler so öffentlich erkennbar wie bei der Milch. Mit der ersatzlosen Abschaffung der Milchquote am 1. April 2015 wurde der Milchmarkt liberalisiert. Was als Befreiung gefeiert wurde, hat sich als das herausgestellt, was es ist: die endgültige Auslieferung der Milcherzeuger an die Macht von Molkerei- und Lebensmittelkonzernen. Die strategische Orientierung auf möglichst billig produzierte Milch für den Weltmarkt ist sozial, ökologisch aber auch ökonomisch eine Sackgasse. Die Folge sind nicht kostendeckende Erzeugerpreise auf Kosten der Tiere und der Erzeugerbetriebe. Stattdessen muss es strategisch darum gehen, dass Kühe unter guten Bedingungen möglichst lange leben und die Milchmenge nachfrageorientiert und solidarisch gesteuert werden kann. Mehr Ausgewogenheit der Leistung kommt sowohl den Kühen als auch den männlichen Kälbern zugute. Mehr Wertschöpfung aus der Milch und ihre regionale Verarbeitung und Vermarktung sind gut für uns alle“, erklärt Kirsten Tackmann, agrarpolitische Sprecherin der Bundestagsfraktion DIE LINKE, anlässlich des Internationalen Tags der Milch. Tackmann weiter:„Neben der Digitalisierung bis zur letzten Milchkanne sind faire Bedingungen bis dorthin auch politische Verantwortung. Die ungerechte Verteilung von Gewinnen und Risiken entlang der Lieferkette gehört zu den Systemfehlern in der Landwirtschaft, auch bei der Milch. Die strukturelle Ursache der Marktmacht einiger weniger Molkerei- und Lebensmittelkonzerne muss durch ein gemeinwohlorientiertes Kartellrecht korrigiert werden. Darüber hinaus wird ein kooperatives Wirtschaftssystem gebraucht, in dem solidarische Regeln gelten und durchgesetzt werden. Die angekündigte Meldestelle für unlautere Handelspraktiken muss endlich kommen, reicht aber nicht aus. Regelungen für Mindestpreise für Nahrungsmittel des täglichen Bedarfs können genauso zur Stabilisierung der systemrelevanten Teile der Landwirtschaft beitragen wie ein Werbeverbot mit Dumpingpreisen. Neben Hofläden und Milchtankstellen muss auch eine klare und wahre Kennzeichnung den Mehrwert der regionalen Produktion sicherstellen. Milchbetriebe müssen endlich auf Augenhöhe mit den anderen Teilen der Lieferkette verhandeln können – zum Wohl ihrer Tiere, für sich selbst und für uns alle!“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/systemwechsel-bis-zur-letzten-milchkanne/
Ein Konjunktur- und Investitionsprogramm muss die deutsche Wirtschaft fit für die Zukunft machen,01. Juni 2020,Fabio De Masi,Pressemitteilung,"Wir brauchen langfristige öffentliche Investitionen und eine Stärkung kleiner und mittlerer Einkommen, um die Unsicherheit zu überwinden. Ein Konjunktur- und Investitionsprogramm muss die deutsche Wirtschaft fit für die Zukunft machen. Dazu müssen die öffentlichen Investitionen in Infrastruktur auf 80 Mrd. Euro jährlich erhöht und überschuldete Kommunen gestärkt werden. Eine Kaufprämie für Benziner- und Diesel-PKWs ist weder ökologisch noch industriepolitisch sinnvoll. Wir brauchen auch in der Automobilindustrie Investitionen in die Mobilität der Zukunft“, kommentiert Fabio De Masi, stellvertretender Vorsitzender der Fraktion DIE LINKE, die Debatte um ein Konjunktur- und Investitionsprogramm der Bundesregierung. De Masi weiter:„Der Mindestlohn muss sofort auf 12 Euro und das Kurzarbeitergeld muss auf 90 Prozent des Nettoentgelts angehoben werden. Sinnvoller als ein einmaliger Kinderbonus wäre eine längere deutliche Anhebung des Kindergeldes ohne Anrechnung auf Hartz IV. Zudem sollte die Stromsteuer gesenkt werden, um Haushalte mit geringen Einkommen zu entlasten. Eine Abschaffung des Soli auch für DAX-Manager und Bundestagsabgeordnete lehnen wir ab.Die zusätzliche Staatsverschuldung finanziert sich durch stärkere wirtschaftliche Aktivität und muss durch die Europäische Zentralbank garantiert werden. Solange die Schuldenbremse noch im Grundgesetz steht, muss die Bundesregierung beantworten, wer die Krisenlasten trägt. Wir fordern eine einmalige Vermögensabgabe für Milliardäre und Multimillionäre bei hohen Freigrenzen auf Betriebsvermögen, die nach der Corona-Pandemie greift.Die Beschleunigung des steuerlichen Verlustrücktrages durch vorläufige Steuerbescheide ist sinnvoll. Eine Anhebung der Obergrenze - wie sie die Union fordert - nützt aber vor allem den Konzernen mit hohen Gewinnen. Hingegen sollte die degressive Abschreibung von Investitionen erleichtert werden.Selbstständige und kleine Unternehmen brauchen mehr und länger Unterstützung. Statt Senkung der Mehrwertsteuern für einzelnen Branchen, die den umsatzstärksten Betrieben hilft, muss Jenen geholfen werden, deren Umsätze besonders stark eingebrochen sind. Wir brauchen daher mehr direkte Zuschüsse und weniger steuerliche Hilfen mit der Gießkanne. Alleine die Steuerausfälle durch die Senkung der Mehrwertsteuer für Speisen in der Gastronomie entspricht etwa 2,1 Mrd. Euro und somit 30 000 Euro für jede der etwa 70 000 pleitebedrohten Gaststätten in Deutschland.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/ein-konjunktur-und-investitionsprogramm-muss-die-deutsche-wirtschaft-fit-fuer-die-zukunft-machen/
Milliardengewinne der Tabakindustrie fordern mehrere Millionen Tote,30. Mai 2020,Niema Movassat,Pressemitteilung,"„Sieben Millionen Tote weltweit, deutschlandweit 120.000 vorzeitige Tode, jährlich allein in Deutschland volkswirtschaftliche Kosten in Höhe von 79 Milliarden Euro und vor allem im globalen Süden 1,3 Millionen Kinder, die auf Tabakplantagen arbeiten müssen – das ist die Bilanz der Tabakindustrie"", so Niema Movassat, drogenpolitischer Sprecher der Fraktion DIE LINKE, anlässlich des Weltnichtrauchertages am 31. Mai. Movassat weiter:„Verantwortlich dafür ist auch die Politik. In keinem anderen Land in Europa darf so umfassend für Tabakprodukte geworben werden wie in Deutschland. Erst 15 Jahre nach der Unterzeichnung der WHO-Tabakrahmenkonvention hat die Bundesregierung diese Woche im Bundestag ihren Gesetzentwurf zum Tabakwerbeverbot vorgestellt. Deutschland ist damit Schlusslicht in Europa. Leider ist der Gesetzentwurf nur eine lückenhafte Ausführung eines Tabakwerbeverbots. So sollen Sponsoring und Promotion nach dem Willen von CDU/CSU und SPD weitestgehend erlaubt bleiben. Das ist fatal, denn mit Werbe- und Marketingstrategien versucht die Tabakindustrie Neukunden zu gewinnen. Ihre Livestyle-Werbung spricht vor allem junge Menschen an. Den dennoch erfreulicherweise sinkenden Zahlen von Tabakkonsumentinnen und -konsumenten versuchen die Tabakkonzerne mit dem Aufgreifen von Tabakerhitzern und e-Zigaretten zu begegnen und damit ihr Image aufzubessern. DIE LINKE fordert die Bundesregierung auf, die Tabakindustrie endlich ernsthaft zu kontrollieren und den Nichtraucherschutz zu stärken. Wir brauchen neben einem umfassenden Tabakwerbeverbot eine bessere Förderung des Rauchausstiegs und zielgerichtete Angebote zur Tabakentwöhnung. Wir müssen damit die Raucherinnen und Raucher erreichen, von denen fast 2/3 bereits einen Rauchausstieg ohne Erfolg versucht haben.“",https://www.linksfraktion.de/presse/pressemitteilungen/detail/milliardengewinne-der-tabakindustrie-fordern-mehrere-millionen-tote/
Keine Ämter für Rassisten!,29. Mai 2020,Niema Movassat,Pressemitteilung,"„Ich begrüße, dass das Bundesverfassungsgericht die Abwahl von Stephan Brandner als Vorsitzender des Rechtsausschusses bestätigt hat. Brander war aufgrund seiner menschenverachtenden und rassistischen Äußerungen von Anfang an ungeeignet für dieses Amt“, erklärt Niema Movassat, Obmann der Fraktion DIE LINKE im Ausschuss für Recht und Verbraucherschutz, anlässlich der Entscheidung des Bundesverfassungsgerichts. Movassat weiter:„DIE LINKE war von Anfang an gegen die Wahl von Stephan Brandner. Seine wiederholten Ausfälle als Vorsitzender haben unsere Einschätzung bestätigt, dass Brandner ein geistiger Brandstifter ist, der für staatliche Ämter gänzlich ungeeignet ist. Dass das Bundesverfassungsgericht die einstweilige Anordnung der AfD abgelehnt hat, war alternativlos. Denn kein freier Abgeordneter kann gezwungen werden, einen Faschisten in irgendein Amt zu wählen. Das wird auch so bleiben.""",https://www.linksfraktion.de/presse/pressemitteilungen/detail/keine-aemter-fuer-rassisten/
Hinhaltetaktik von Karliczek verschärft Zweiklassen-Studium,28. Mai 2020,Nicole Gohlke,Pressemitteilung,"„Die Ausflüchte von Ministerin Karliczek in Sachen Corona-Nothilfen sind an Absurdität nicht zu übertreffen“, erklärt Nicole Gohlke, hochschul- und wissenschaftspolitische Sprecherin der Fraktion DIE LINKE. Nicole Gohlke weiter:„Hunderttausende Studentinnen und Studenten hängen in einer Warteschleife aus Ankündigungen und Dementis fest, und dem Bundesbildungsministerium fällt nach fast drei Monaten nichts Besseres ein, als ein Antragstool für die mickrigen 100 Millionen Euro zu entwickeln. Das ist alles andere als eine unbürokratische Soforthilfe und spottet jedweder Realität. Die Betroffenen sollen augenscheinlich zur Aufnahme von KfW-Krediten gedrängt werden.Karliczeks Hinhaltetaktik wird das Zweiklassen-Hochschulsystem in der Coronakrise zu Lasten von Studentinnen und Studenten aus Arbeiterfamilien verschärfen. Letztlich trägt sie die Verantwortung dafür, wenn sich die Bildungsungerechtigkeit dadurch über Jahre verschärft. Erst vor zwei Tagen hat das Deutsche Institut für Wirtschaftsforschung eindringlich vor diesen Folgen gewarnt und wie DIE LINKE deutliche Verbesserungen beim BAföG angemahnt. Doch statt dies zu beherzigen, wird in der Großen Koalition wie so oft gezankt und von der CDU/CSU die Verantwortung an die Studentenwerke abgeschoben. Das ist sozial verantwortungslos und ein weiterer Beleg für die Handlungsunfähigkeit des BMBF in der aktuellen Krise. Ich appelliere daher an die demokratischen Fraktionen im Bundestag, baldigst dem Antrag der LINKEN für eine krisensichere und bessere BAföG-Förderung zuzustimmen.“Antrag: dipbt.bundestag.de/doc/btd/19/186/1918688.pdf",https://www.linksfraktion.de/presse/pressemitteilungen/detail/hinhaltetaktik-von-karliczek-verschaerft-zweiklassen-studium/
