url,date,author,headline,subtitle,primer,text
https://www.cducsu.de/presse/pressemitteilungen/massnahmengesetze-beschleunigen-die-fertigstellung-wichtiger-bauvorhaben,19.12.2019,Alois Rainer,Maßnahmengesetze beschleunigen die Fertigstellung wichtiger Bauvorhaben,Deutschlands Infrastruktur wird gestärkt,"Zur ersten Lesung eines Gesetzes zur Vorbereitung der Schaffung von Baurecht durch Maßnahmengesetze im Verkehrsbereich erklärt der verkehrspolitische Sprecher der CDU/CSU-Bundestagsfraktion, Alois Rainer:","„Eine gut ausgebaute Verkehrsinfrastruktur ist das Rückgrat für wirtschaftlichen Erfolg und Wohlstand in unserem Land. Mit den seit Jahren steigenden Investitionen in Straßen, Schienen und Wasserwegen schaffen wir die Voraussetzungen für weiteres Wachstum in den kommenden Jahren. Das jetzt geplante Maßnahmenvorbereitungsgesetz wird zusätzlich dazu beitragen, noch bestehende Engpässe in der Infrastruktur zu beseitigen und die Planungszeiträume deutlich zu verkürzen. Für eine begrenzte Zahl von Infrastrukturprojekten wird der Deutsche Bundestag ein Gesetz erlassen und damit den bisher üblichen behördlichen Verwaltungsakt ersetzen. Dadurch sind langwierige Klageverfahren vor den Verwaltungsgerichten ausgeschlossen und die Baumaßnahmen können zügig vorangebracht werden. Mit der im Gesetz verankerten frühen Öffentlichkeitsbeteiligung wird sichergestellt, dass rechtzeitig über das jeweilige Vorhaben informiert wird und sich die betroffenen Bürgerinnen und Bürger hierzu äußern können. Das Maßnahmenvorbereitungsgesetz ist auch ein wichtiger Baustein zur Erreichung der Klimaziele unseres Landes. Die vorgesehenen Wasserstraßen- und Schienenprojekte leisten einen wichtigen Beitrag zur Stärkung dieser umweltfreundlichen Verkehrsträger.“"
https://www.cducsu.de/presse/pressemitteilungen/bei-kuenstlicher-intelligenz-mutiger-werden,19.12.2019,"Nadine Schön, Ronja Kemmer",Bei Künstlicher Intelligenz mutiger werden,Die Enquete-Kommission „Künstliche Intelligenz“ stellt Zwischenbilanz vor,"Am morgigen Freitag stellt die Enquete-Kommission Künstliche Intelligenz im Deutschen Bundestag die Zwischenergebnisse ihrer bisherigen Arbeit vor. Dazu erklären die stellvertretende Vorsitzende der CDU/CSU-Fraktion im Deutschen Bundestag, Nadine Schön, und die Obfrau der Enquete-Kommission KI der CDU/CSU-Fraktion im Deutschen Bundestag, Ronja Kemmer:","Nadine Schön: „Der internationale Wettbewerb um die Vorreiterrolle bei der Entwicklung von Künstlicher Intelligenz (KI) ist in vollem Gange. Damit wir in Deutschland und in Europa im Wettbewerb mit China und den USA nicht ins Hintertreffen geraten, brauchen wir einen guten Maßnahmenmix. Wichtig ist, die Chancen der Technologie zu betonen und bestehende Ängste in der Bevölkerung zu nehmen. Gerade dieser Aspekt ist ein Ziel der Enquete-Kommission KI im Deutschen Bundestag. Die Kommission diskutiert fraktionsübergreifend mit Experten und entwickelt konkrete Handlungsempfehlungen, um KI zum Erfolg zu verhelfen. Erste Ergebnisse liegen in den Zwischenberichten jetzt vor. Außerdem müssen wir dafür sorgen, dass wir gute Rahmenbedingungen für unsere Wirtschaft schaffen. Basis für die Entwicklung von KI-Anwendungen sind qualitativ hochwertige Daten. Es gilt daher das Spannungsverhältnis zwischen dem Schutz von Daten und dem Zugang zu Daten auflösen. Dafür wollen wir neue Chancen schaffen und Datensouveränität durch Datensicherheit, Interoperabilität, Datenportabilität und Datentreuhändertum gestalten. Das ist ein ganz entscheidender Paradigmenwechsel, den wir beim Parteitag mit der Digitalcharta beschlossen haben.“Ronja Kemmer: „Es ist wichtig, dass wir ein positives Zukunftsbild für Künstliche Intelligenz in Deutschland und Europa setzen. Viele der KI-Pionierleistungen beim Maschinenlernen kommen aus Deutschland. Besonders gut sind wir von der Robotik über das autonome Fahren bis hin zu Gesundheitsleistungen mit KI. Wir müssen uns daher nicht hinter den USA und China verstecken, sondern können mit Mut und Selbstbewusstsein bei der KI-Entwicklung voranschreiten. Von entscheidender Bedeutung werden drei Punkte sein: erstens ein grundlegend neuer Ansatz in Aus- und Weiterbildung auf allen Ebenen, zweitens dass wir eine effiziente Transferleistung unserer erstklassigen Forschungsergebnisse in konkrete Lösungen und Produkte der Wirtschaft erreichen, und drittens, dass wir durch kluge rechtliche und ethische Maßstäbe das Vertrauen der Menschen für KI gewinnen. Dafür schlagen wir als Enquete-Kommission unter anderem vor, ein KI-Gütesiegel für KI-Produkte und Dienstleistungen durchzusetzen sowie offene Datenpools und Testlabore zu schaffen, die Forschungseinrichtungen und Unternehmen gleichermaßen nutzen können.“Hintergrund:
Die Enquete-Kommission „Künstliche Intelligenz setzt sich aus 19 Mitgliedern des Bundestages und 19 externen Sachverständigen zusammen. Sie hat sich am 27. September 2019 konstituiert und soll die Chancen und Potenziale der Künstlichen Intelligenz untersuchen, insbesondere die technischen, rechtlichen, politischen und ethischen Aspekte. Eine Zusammenfassung der vorläufigen Arbeitsergebnisse aus den ersten drei Projektgruppen „KI und Wirtschaft“ unter dem Vorsitz von Ronja Kemmer MdB, „KI und Staat“ und „KI und Gesundheit“ ist unter dem folgenden Link veröffentlicht: https://www.bundestag.de/ausschuesse/weitere_gremien/enquete_ki/sonstig…Weitere Informationen zur Enquete-Kommission Künstliche Intelligenz sind auf der Internetseite des Bundestages abrufbar: https://www.bundestag.de/ausschuesse/weitere_gremien/enquete_ki"
https://www.cducsu.de/presse/pressemitteilungen/wichtige-massnahmen-fuer-mehr-klimaschutz-beschlossen,19.12.2019,Dr. Anja Weisgerber,Wichtige Maßnahmen für mehr Klimaschutz beschlossen,Entlastungen bei Stromkosten und Pendlerpauschale,"Am heutigen Donnerstag wird der Deutsche Bundestag über die Ergebnisse des Vermittlungsausschusses zum Klimaschutz abstimmen. Die Maßnahmen aus dem Klimapaket sollen Anfang nächsten Jahres anlaufen. Hierzu erklärt die Beauftragte für Klimaschutz der CDU/CSU-Bundestagsfraktion, Anja Weisgerber:","„Deutschland ist und bleibt in der Klimapolitik auf Kurs. Mit dem umfassenden Klimapaket nehmen wir das Heft des Handelns in die Hand. Damit setzen wir den Rahmen, um einer der größten Herausforderung für die Menschheit, dem Klimawandel, zu begegnen.Wichtige Anreizinstrumente aus dem Klimaschutzpaket, wie die steuerliche Förderung der energetischen Gebäudesanierung und die Senkung der Mehrwertsteuer auf Bahntickets, werden jetzt durch Bundestag und Bundesrat auf den Weg gebracht.Die Grünen fordern immer noch gerne das Verbot des Verbrennungsmotors und der Ölheizung. Dagegen setzen wir auf eine im Vergleich zu den Vorschlägen der Grünen und der Wissenschaft immer noch moderate CO2-Bepreisung. Und wir arbeiten mit Fördermaßnahmen und nicht mit Verboten. In Zukunft können die Bürger Geld sparen, wenn sie ihr Haus klimafreundlich sanieren. Dafür haben wir, die CDU/CSU-Bundestagfraktion, jahrelang gekämpft.Wichtig war uns auch, dass die Bürger durch die Absenkung der EEG-Umlage und die Erhöhung der Pendlerpauschale entlastet werden. Die Entlastungen beim Strompreis durch eine Senkung der EEG-Umlage und der Pendlerpauschale fallen jetzt höher aus als bislang geplant. Das haben wir als Union durchgesetzt. Die Pendlerpauschale ab dem 21. Kilometer wird noch deutlicher angehoben, statt 5 Cent beträgt die Erhöhung jetzt 8 Cent. Und zusätzlich sollen diejenigen, die keine Steuern bezahlen, eine Mobilitätsprämie zur Entlastung erhalten. Denn wir wissen, dass die Menschen, die auf dem Land leben, ganz anders als die Städter, noch viel stärker auf die individuelle Mobilität angewiesen sind. Wir sehen uns als Anwälte für die Menschen im ländlichen Raum und wollen mit der Erhöhung der Pendlerpauschale ein Zeichen setzen.Deutschland wird mit diesem großen Klimapaket Vorreiter bei der Entwicklung von Umweltinnovationen und wird zeigen, dass man mit Technologie und Fortschritt Wirtschaftswachstum und CO2-Reduzierung entkoppeln kann. Ökonomie und Ökologie werden nicht gegeneinander ausgespielt.“Hintergrund:
Das Klimapaket besteht aus drei Teilen: Das bereits beschlossene Klimaschutzgesetz beinhaltet einen wirkungsvollen Kontrollmechanismus, durch den jedes Jahr überprüft wird, ob die Sektoren ihre Ziele erreichen. Mit dem nationalen Emissionshandel für die Bereiche Wärme und Verkehr führen wir eine CO2-Bepreisung ein. Mit weit über 60 Maßnahmen bringen wir den Klimaschutz in allen Sektoren voran. Teil des Maßnahmenpakets ist zum Beispiel auch eine nationale Wasserstoffstrategie, die derzeit von der Bundesregierung erarbeitet wird, um den Umstieg in dieses neue Zeitalter aktiv zu gestalten."
https://www.cducsu.de/presse/pressemitteilungen/aufklaerung-muss-und-wird-weiter-gehen,19.12.2019,Dr. Volker Ullrich,Aufklärung muss und wird weiter gehen,Zuständigkeiten der Sicherheitsbehörden noch klarer fixieren,"Am heutigen Donnerstag jährt sich der Anschlag auf dem Breitscheidplatz in Berlin zum dritten Mal. Dazu erklärt der Obmann der CDU/CSU-Bundestagsfraktion im Bundestags-Untersuchungsausschuss, Volker Ullrich:","„Zwölf Glockenschläge erinnern heute Abend am Breitscheidplatz an den Terror vor drei Jahren. Wir denken an zwölf Menschen, die mitten aus dem Leben gerissen wurden, und an Beteiligten dieses Anschlags. Der heutige Tag wirft die Frage auf: Wo stehen wir drei Jahre nach dem schrecklichen Attentat? Aus der Aufarbeitung im Untersuchungsausschuss haben wir Erkenntnisse gewonnen und Konsequenzen gezogen. Wir sorgen für eine bessere Kooperation und Koordination der Sicherheitsbehörden in Bund und Ländern. Der Bund hat die Vorschriften im Asyl- und Ausländerrecht geändert. Die Erfassung und der Datenabgleich von Gefährdern und Straftätern durch die jeweiligen Sicherheitsbehörden im In- und Ausland wurden erleichtert. Reformiert wurde das Opferentschädigungsgesetz. Das ist noch nicht genug. Die Aufklärung muss weiter gehen. Zuständigkeiten innerhalb der Sicherheitsbehörden müssen noch klarer fixiert werden. Intensiv müssen wir auch über weitere Möglichkeiten nachdenken, wie Opfer schneller und unbürokratischer entschädigt werden können. Wir dürfen nicht zulassen, dass traumatisierte Opfer für die Kostenerstattung erst mühsam Nachweise erbringen müssen. Eine Schutzgarantie vor Terror gibt es leider nicht. Wir können im Untersuchungsausschuss aber alles dafür tun, um Vertrauen in unseren Rechtsstaat zu stärken. Zum Schutz unserer Freiheit muss unser Staat wachsam bleiben.“"
https://www.cducsu.de/presse/pressemitteilungen/dialog-zwischen-wissenschaft-und-gesellschaft-wichtiger-denn-je,19.12.2019,Albert Rupprecht,Dialog zwischen Wissenschaft und Gesellschaft wichtiger denn je ,Weiterentwicklung der Wissenschaftskommunikation von herausragender Bedeutung ,"Am heutigen Donnerstag berät der Deutsche Bundestag den Antrag „Wissenschaftskommunikation stärken – Strukturen sichern, neue Möglichkeiten schaffen“. Hierzu erklären bildungs- und forschungspolitische Sprecher der CDU/CSU-Fraktion im Deutschen Bundestag, Albert Rupprecht, und der zuständige Berichterstatter, Stefan Kaufmann:","Albert Rupprecht: „Der Dialog zwischen Wissenschaft und Gesellschaft ist wichtiger denn je. Wir wollen den mündigen Staatsbürger, der gesellschaftliche Entwicklungen reflektieren und aktiv mitgestalten kann. Innovationszyklen werden schneller und die Menschen müssen in der Lage sein, Risiken und Chancen von neuen Entwicklungen zu durchdringen und sich so eine Meinung bilden zu können. Es ist gut, dass Bundesbildungsministerin Anja Karliczek die Weiterentwicklung der Wissenschaftskommunikation zu einem ihrer Schwerpunktthemen gemacht hat. Als Unionsfraktion werden wir diesen Prozess eng und aktiv begleiten.“Stefan Kaufmann: „Wir brauchen effektive Instrumente gegen Fake-News und Fehlinformation. Die Stimme der Wissenschaft kann Sachlichkeit und Ausgewogenheit befördern, wenn sie denn verständlich ist und gehört werden kann. Daher wollen wir den Austausch zwischen Wissenschaft und Gesellschaft intensivieren, indem die Wissenschaftskommunikation und auch der Wissenschaftsjournalismus gestärkt werden.  Wir müssen aber auch schauen, dass Journalisten mit den Informationen aus der Wissenschaft unter den heutigen Bedingungen arbeiten können. Daher sind neue Darbietungs- und Vermittlungsformate zwischen Wissenschaft und Journalisten erforderlich. Wir setzen auch beim wissenschaftlichen Nachwuchs an und wollen schon in der Ausbildung stärker Kommunikationskompetenzen vermitteln, die später helfen, die Erkenntnisse auch verständlich darzustellen."""
https://www.cducsu.de/presse/pressemitteilungen/ausbau-der-kurzzeitpflege-vorantreiben,19.12.2019,19.12.2019,Ausbau der Kurzzeitpflege vorantreiben,Tragfähige Vergütung und mehr Kurzzeitpflegeplätze nötig,"Am morgigen Freitag wird der Deutsche Bundestag den Antrag der Fraktionen der CDU/CSU und SPD „Kurzzeitpflege stärken und eine wirtschaftlich tragfähige Vergütung sicherstellen“ beraten. Dazu erklärt die gesundheitspolitische Sprecherin der CDU/CSU-Bundestagsfraktion, Karin Maag:","„Wir haben in der Pflegepolitik in dieser Wahlperiode mit dem Pflegepersonalstärkungsgesetz (PpSG) bereits maßgebliche Verbesserungen in der Pflege vorgenommen – vor allem für das Pflegepersonal.Mit unserem Antrag greifen wir nun ein weiteres Problemfeld in der Pflege auf, das wir im nächsten Jahr lösen werden: Wir wollen endlich mehr Kurzzeitpflegeplätze. Dazu brauchen wir vor allem eine wirtschaftlich tragfähige Vergütung. Außerdem wollen wir die Leistungen für die Kurzzeit- und Verhinderungs- sowie Tages- und Nachtpflege zu einem jährlichen Entlastungsbudget zusammenfassen. So bauen wir Bürokratie ab und entlasten die Angehörigen. Ein solches Budget kann dann flexibel und bedarfsgerecht in Anspruch genommen werden.Der Ausbau von Kurzzeitpflegeplätzen stagniert. Das müssen wir ändern. Hier appellieren wir auch an die Bundesländer: Es ist unbedingt notwendig, dass die Länder ihrer Investitionspflicht in der pflegerischen Versorgungsstruktur nachkommen – das gilt auch beim Ausbau der Kurzzeitpflege.“"
https://www.cducsu.de/presse/pressemitteilungen/unser-wald-bekommt-hilfe-der-not,19.12.2019,Albert Stegemann,Unser Wald bekommt Hilfe in der Not,Waldumbau vorantreiben – Holznutzung fördern,"Anlässlich der heutigen Walddebatte im Deutschen Bundestag erklären der Vorsitzende der Arbeitsgruppe Ernährung und Landwirtschaft der CDU/CSU-Bundestagsfraktion, Albert Stegemann, und der forstpolitische Sprecher, Alois Gerig:","Albert Stegemann: “Die letzten beiden Jahre waren äußerst schwierig für den deutschen Wald. Stürme, Dürre, Schädlinge und Brände haben schwere Schäden auf rund 180.000 Hektar angerichtet. Der drastische Preisverfall auf dem Holzmarkt bringt viele Waldbesitzer und Forstbetriebe in Existenznot. Die CDU/CSU-Fraktion handelt entschlossen, um unsere Wälder zu schützen und den Menschen zu helfen, die mit und vom Wald leben.Mit dem Antrag „Unser Wald braucht Hilfe – Waldumbau vorantreiben“ bringen wir Maßnahmen auf den Weg, unsere Wälder für den Klimawandel fit zu machen. Zudem haben wir im Bundeshaushalt 2020 dafür gesorgt, dass der Bund in den kommenden vier Jahren 547 Mio. Euro bereitstellt. Im Rahmen der Gemeinschaftsaufgabe Agrarstruktur und Küstenschutz (GAK) werden die Hilfen von den Ländern auf rund 800 Mio. Euro aufgestockt. Das bringt einen gewaltigen Schub, um Schadholz zu beseitigen und mit widerstandsfähigen Baumarten stabile Mischwälder zu schaffen.“Alois Gerig: „Besonders Kleinwaldbesitzer brauchen jetzt Unterstützung. Wir sind uns mit der Bundesregierung einig, dass angesichts der dramatischen Waldschäden eine nationale Kraftanstrengung erforderlich ist. Denn unsere Wälder sind unverzichtbar – für den Schutz die Biodiversität, als Erholungsraum für Menschen und auch als ein Stück Heimat. Darüber hinaus sind unsere Wälder sehr wichtige Klimaschützer. Sie binden 127 Millionen Tonnen CO2 pro Jahr - das entspricht 14 Prozent der gesamten CO2-Emissionen unseres Landes.Auch durch mehr Holznutzung können wir zum Klimaschutz beitragen, da Holzprodukte das von den Bäumen aufgenommene CO2 langfristig speichern. Deshalb macht sich die CDU/CSU-Fraktion dafür stark, Bauen mit Holz zu erleichtern. Mit Holzbauten kann schnell und kostengünstig dringend benötigter neuer Wohnraum geschaffen werden. Auch gilt es, Rest- und Schadhölzer sinnvoll energetisch zu verwerten und neue Holznutzungen zu erschließen, beispielsweise als Ersatz für Plastik. Uns ist wichtig, die Forst- und Holzwirtschaft zu stärken – sie sichert Wertschöpfung und Arbeitsplätze besonders im ländlichen Raum.“"
https://www.cducsu.de/presse/pressemitteilungen/neue-regelungen-zum-umgang-mit-dem-wolf,18.12.2019,18.12.2019,Neue Regelungen zum Umgang mit dem Wolf,Novelle des Bundesnaturschutzgesetzes minimiert Konflikte,"Am heutigen Mittwoch hat der Ausschuss für Umwelt, Naturschutz und Reaktorsicherheit des Deutschen Bundestages das Zweite Gesetz zur Änderung des Bundesnaturschutzgesetzes beschlossen. Dazu erklären die umweltpolitische Sprecherin der CDU/CSU-Bundestagsfraktion, Marie-Luise Dött, und der zuständige Berichterstatter, Klaus-Peter Schulze:","Marie-Luise Dött: „Die Rückkehr des Wolfes nach Deutschland ist ein Erfolg für den Naturschutz. Festzustellen ist allerdings auch, dass die Wolfspopulation in Deutschland deutlich anwächst. Damit besteht die Gefahr, dass die ohnehin bestehenden Probleme von Hobby- und Nutztierhaltern mit Nutztierrissen zunehmen und sich auf weitere Regionen ausdehnen werden. Zudem wurden Wölfe in unmittelbarer Nähe bzw. sogar in Siedlungen gesichtet. Daraus lässt sich schließen, dass der Wolf seine Scheu vor dem Menschen verliert oder sogar aus falsch verstandener Tierliebe gefüttert wird.Angesichts dieser Situation ist die Weiterentwicklung der Regeln zum Umgang mit dem Wolf dringend erforderlich. Eine Akzeptanz wird die Wiederansiedlung des Wolfes in einem dicht besiedelten Land wie Deutschland nur behalten, wenn auf die genannten Konflikte konsequent reagiert wird. Das haben wir getan.“Klaus-Peter Schulze: „Mit dem heute verabschiedeten Gesetzentwurf haben wir ein Fütterungsverbot beschlossen und den Abschuss von Wolfshybriden geregelt. Zudem wird die Schadensschwelle abgesenkt, ab der Wölfe geschossen werden dürfen. Darüber hinaus können Wölfe künftig bejagt werden, bis keine Nutztierrisse mehr stattfinden. Die Jäger sind immer vorab über solche Maßnahmen zu informieren. Auch Hobbytierhalter können künftig bei Rissen entschädigt werden, sofern sie entsprechende Schutzmaßnahmen für ihre Tiere ergriffen hatten.Nach diesen wichtigen Änderungen werden wir im nächsten Schritt die besondere Situation der Tierhalter in Deich- und Gebirgsregionen analysieren und erforderliche Maßnahmen zum Schutz der Tiere prüfen. Im Rahmen dieser Arbeiten wird die CDU/CSU-Bundestagsfraktion erneut ein regionales Bestandsmanagement diskutieren.“"
https://www.cducsu.de/presse/pressemitteilungen/kein-klimaschutz-auf-dem-ruecken-der-kommunen,18.12.2019,Christian Haase,Kein Klimaschutz auf dem Rücken der Kommunen,Länder müssen Kommunen an zusätzlichen Einnahmen beteiligen,Der Vermittlungsausschuss zwischen Bundestag und Bundesrat hat seine Ergebnisse zum Gesetz zur Umsetzung des Klimaschutzprogramms 2030 im Steuerrecht und zur Verteilung der finanziellen Lasten zwischen Bund und Ländern vorgelegt. Dazu erklärt der Vorsitzende der Arbeitsgemeinschaft Kommunalpolitik der CDU/CSU-Fraktion im Deutschen Bundestag Christian Haase:,"„Klimaschutz ist eine gesamtgesellschaftliche und gesamtstaatliche Aufgabe. Die Belastungen aus den Maßnahmen des Klimapakets werden auf alle staatlichen Ebenen verteilt. Nicht nur für Bund und Länder, sondern auch für die Kommunen sind damit deutliche Belastungen verbunden.Wenn der Bund im Rahmen der Umsetzung des Klimapakets nunmehr für die Jahre 2021 bis 2024 den Ländern 1,5 Milliarden Euro zusätzlich zur Verfügung stellt, ist damit unsererseits die klare Erwartung verbunden, dass die Länder ihre Kommunen an diesen Mehreinnahmen angemessen beteiligen. Eine Landesregierung, die diese vom Bund bereitgestellten Mittel ausschließlich für den Landeshaushalt verbucht, verrät die Interessen der Kommunen.Ohne finanziellen Ausgleich können die Kommunen gezwungen sein, die Grund- und Gewerbesteuern anzuheben. Damit würden die Bürgerinnen und Bürger doppelt mit den Kosten des Klimaschutzes belastet. Gerade für die ländlichen Räume, die durch die deutliche Anhebung des CO2-Einstiegspreises überproportional belastet werden, wäre dies ein fatales Signal.“"
https://www.cducsu.de/presse/pressemitteilungen/hauskaeufer-werden-entlastet,18.12.2019,Dr. Jan-Marco Luczak,Hauskäufer werden entlastet,Maklerprovision muss künftig geteilt werden,"Heute diskutiert der Deutsche Bundestag in erster Lesung den Gesetzesentwurf über die Verteilung der Maklerkosten bei der Vermittlung von Kaufverträgen über Wohnungen und Einfamilienhäuser. Hierzu erklärt Jan-Marco Luczak, rechts- und verbraucherpolitischer Sprecher der CDU/CSU-Bundestagsfraktion:","„Wir wollen mehr Menschen den Weg in die eigenen vier Wände ermöglichen. Eine eigene Immobilie schützt nicht nur vor steigenden Mieten, sondern ist auch eine solide Altersvorsorge. Entscheidende Hürde für den Kauf eines eigenen Hauses und einer Wohnung sind oft die hohen Nebenkosten. Diese werden zumeist nicht von den Banken finanziert und man benötigt Eigenkapital. Gerade jungen Familien fehlt dieses aber oft. Daran scheitert die Eigentumsbildung leider zu oft.Die Unionsfraktion will daher eine Entlastung bei den Nebenkosten, insbesondere bei den Maklerkosten. Deswegen haben wir durchgesetzt, dass Käufer zukünftig maximal der Hälfte der Maklerkosten tragen müssen. Gerade in den Ballungsgebieten, wo Käufer die Maklerprovision in der Regel allein tragen, bedeutet das eine erhebliche Entlastung. Gleichzeitig wird so sichergestellt, dass der Makler zukünftig auch dem Käufer verpflichtet bleibt und diesen kompetent beraten muss. Das ist uns wichtig, weil der Kauf einer Immobilie häufig die größte Investition im Leben eines Menschen ist. Hierbei dürfen Verbraucher nicht allein gelassen werden.Wir wollen hier aber nicht stehenbleiben. Auch der zweite Kostentreiber muss runter: die Grunderwerbssteuer. Das würde Immobilienkäufer sofort und unmittelbar entlasten. Dafürkönnten wir familienfreundliche Freibeträge einführen. Leider blockiert die SPD das bislang und auch die Länder sperren sich. Wir als Union werden hier aber nicht lockerlassen.“"
https://www.cducsu.de/presse/pressemitteilungen/mietpreisbremse-wird-um-fuenf-jahre-verlaengert,18.12.2019,Dr. Jan-Marco Luczak,Mietpreisbremse wird um fünf Jahre verlängert,Neue Wohnungen bauen statt sozialistisches Planspiel Mietendeckel,Am heutigen Mittwoch diskutiert der Deutsche Bundestag in erster Lesung über die Verlängerung der Mietpreisbremse bis 2025. Hierzu erklärt der rechts- und verbraucherpolitische Sprecher der CDU/CSU-Bundestagsfraktion Jan-Marco Luczak:,"„Die Union steht zur Mietpreisbremse. Wir wollen nicht, dass Menschen aus ihren Wohnungen verdrängt werden, weil sie sich ihre Miete nicht mehr leisten können.Die Situation auf den Wohnungsmärkten hat sich in den letzten Jahren leider nicht verbessert. Grund hierfür ist, dass in den Ländern zu wenig für den Bau von neuen Wohnungen getan wurde. Es war immer klar, dass die Mietpreisbremse kein Allheilmittel ist. Nachhaltig wirksam gegen steigende Mieten ist nur der Bau neuer Wohnungen. Das haben die Länder versäumt.Mit der Verlängerung der Mietpreisbremse ziehen wir die Konsequenz aus den Versäumnissen in den Ländern, die nicht zu Lasten der Mieterinnen und Mieter gehen dürfen. Wir geben daher mehr Zeit für die Schaffung mehr bezahlbaren Wohnraums. Wir verbinden das mit der klaren Erwartung, dass diese Zeit genutzt wird, um die Ursachen für steigende Mieten zu bekämpfen. Wir müssen mehr, schneller und kostengünstiger bauen. Dazu muss mehr Bauland ausgewiesen, das Bauordnungsrecht entschlackt und für schnellere Genehmigungen gesorgt werden. Darauf sollten sich die Länder konzentrieren und sich nicht mit sozialistischen Planspielen wie dem Mietendeckel aufhalten.“"
https://www.cducsu.de/presse/pressemitteilungen/wir-brauchen-ein-neues-verfahren-zur-einstufung-sicherer-herkunftsstaaten,18.12.2019,Thorsten Frei,Wir brauchen ein neues Verfahren zur Einstufung sicherer Herkunftsstaaten,Bundesratsblockade der Grünen überwinden,"Das Bundeskabinett hat heute dem zweiten Bericht zur Überprüfung der Voraussetzungen zur Einstufung der sicheren Herkunftsstaaten zugestimmt. Dazu erklärt der stellvertretende Vorsitzende der CDU/CSU-Bundestagsfraktion, Thorsten Frei:","„Der Bericht unterstreicht den Erfolg des Konzepts der sicheren Herkunftsstaaten. Die Zahl der Asylanträge aus diesen Staaten ist im Betrachtungszeitraums von Juli 2017 bis September 2019 weiter deutlich zurückgegangen. Zum Teil war der Rückgang sogar drastisch. Zudem gibt die politische Entwicklung in den betroffenen Ländern keine Anhaltspunkte dafür, ihre Einstufung als sichere Herkunftsstaaten zurückzunehmen.Obwohl das Konzept erfolgreich ist, blockieren die Grünen seit 2016 im Bundesrat die Einstufung weiterer Staaten mit verschwindend geringen Anerkennungsquoten bei Asylanträgen. Wir sollten deshalb das Einstufungsverfahren auf eine neue rechtliche Grundlage stellen und künftig zwischen großen und kleinen sicheren Herkunftsstaaten unterscheiden. Die Grünen wären damit aus dem Gesetzgebungsverfahren heraus.In einem gewöhnlichen Gesetzgebungsverfahren zur Einstufung eines Staates wird der Staat sowohl im Sinne des Grundgesetzes als auch im Sinne der europäischen Asylverfahrensrichtlinie als sicherer Herkunftsstaat eingestuft. Der Zustimmungszwang des Bundesrats wird ausschließlich durch unser nationales Grundrecht ausgelöst, das in der Anerkennungspraxis jedoch bedeutungslos ist, weil sich auf dieses Grundrechtdarauf seit den 1990er Jahren nicht mehr berufen kann, wer über einen Staat der Europäischen Union oder einen sicheren Drittstaat einreist. Nur 1,1 Prozent aller Antragsteller wurde in diesem Jahr ein Schutztitel auf der Grundlage von Artikel 16a Grundgesetz gewährt. Wir sollten deshalb auf die „nationale“ Einstufung verzichten und allein die Möglichkeit des Europarechts nutzen.“"
